project_id,project_name,sector,ministry,state,implementing_agency,original_cost,revised_cost,current_expenditure,planned_start_date,planned_completion_date,revised_completion_date,actual_completion_date,month,physical_progress_percentage,financial_progress_percentage,milestone_status,delay_months,source_report,source_url
N18000355,TRANSMISSION GION EXPANSION HEME-XXVIII AND IX,,,,PGCIL,260.3,,48.79,,2025-03-01,2025-03-01,,2024-06-30,50.0,18.7438,,0.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N18000355,TRANSMISSION SYSTEM ASSOCIATED WITH WESTERN REGION EXPANSION SCHEME- XXVIII AND XXIX,,,,PGCIL,260.3,,117.79,,2025-03-01,2025-03-01,,2024-10-31,84.0,45.2516,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N18000355,TRANSMISSION SYSTEM ASSOCIATED WITH WESTERN REGION EXPANSION SCHEME- XXVIII AND XXIX,,,,PGCIL,260.3,,128.79,,2025-03-01,2025-03-01,,2024-11-30,89.0,49.4775,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N18000356,TRANSMISSION ROM REZ HASE-II PART,,,,PGCIL,1433.28,,359.47,,2024-09-01,2024-09-01,,2024-06-30,35.0,25.0802,,0.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N18000356,TRANSMISSION SYSTEM SCHEME FOR EVACUATION OF POWER UNDER PHASE-II PART,,,,PGCIL,1433.28,,605.47,,2024-09-01,2024-12-01,,2024-10-31,44.0,42.2437,,3.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N18000356,TRANSMISSION SYSTEM SCHEME FOR EVACUATION OF POWER FROM REZ RAJASTHAN,,,,PGCIL,1433.28,,661.47,,2024-09-01,2025-01-01,,2024-11-30,66.0,46.1508,,4.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N18000357,ESTABLISHMENT OF E PARK,,,,PGCIL,922.3,,135.67,,2024-12-01,2025-02-01,,2024-06-30,19.0,14.71,,2.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N18000357,ESTABLISHMENT OF KHAVDA KHAVDA RE PARK,,,,PGCIL,922.3,,327.67,,2024-12-01,2025-02-01,,2024-10-31,43.0,35.5275,,2.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N18000357,ESTABLISHMENT OF KHAVDA KHAVDA RE PARK,,,,PGCIL,922.3,,345.67,,2024-12-01,2025-02-01,,2024-11-30,60.0,37.4791,,2.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N18000358,TRANSMISSION ED WITH ION OF RE FROM OT,,,,PGCIL,815.12,,3.99,,2025-03-01,2025-03-01,,2024-06-30,21.0,0.4895,,0.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N18000358,TRANSMISSION NETWORK EXPANSION IN GUJARAT ASSOCIATED WITH INTEGRATION OF RE PROJECTS FROM KHAVDA POT,,,,PGCIL,815.12,,7.99,,2025-03-01,2025-03-01,,2024-10-31,35.0,0.9802,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N18000358,TRANSMISSION NETWORK EXPANSION IN GUJARAT ASSOCIATED WITH INTEGRATION OF RE PROJECTS FROM KHAVDA POT,,,,PGCIL,815.12,,7.99,,2025-03-01,2025-03-01,,2024-11-30,42.0,0.9802,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N18000359,"KHAVDA-2, GUJARAT- E PARK",,,,PGCIL,966.79,,70.22,,2024-12-01,2025-02-01,,2024-06-30,20.0,7.2632,,2.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N18000359,"KHAVDA-2, GUJARAT- ESTABLISHMENT OF KHAVDA KHAVDA RE PARK",,,,PGCIL,966.79,,159.22,,2024-12-01,2025-02-01,,2024-10-31,48.0,16.4689,,2.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N18000359,"KHAVDA-2, GUJARAT- ESTABLISHMENT OF KHAVDA KHAVDA RE PARK",,,,PGCIL,966.79,,176.22,,2024-12-01,2025-02-01,,2024-11-30,63.0,18.2273,,2.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N18000360,KHAVDA PHASE-II- OR ON OF 4.5 JECTION AT,,,,PGCIL,1167.55,,205.35,,2025-03-01,2025-03-01,,2024-06-30,12.0,17.5881,,0.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N18000360,"KHAVDA PHASE-II-PART B, GUJARAT- TRANSMISSION SCHEME FOR EVACUATION OF 4.5 GW RE INJECTION AT KHAVDA",,,,PGCIL,1167.55,,521.14,,2025-03-01,2025-03-01,,2024-10-31,26.0,44.6353,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N18000360,"KHAVDA PHASE-II-PART B, GUJARAT- TRANSMISSION SCHEME FOR EVACUATION OF 4.5 GW RE INJECTION AT KHAVDA",,,,PGCIL,1167.55,,521.14,,2025-03-01,2025-03-01,,2024-11-30,26.0,44.6353,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N18000361,KHAVDA PHASE-II- HEME FOR ACUATION OF 4.5 RE INJECTION AT AVDA,,,,PGCIL,2820.99,,0.0,,2025-03-01,2025-03-01,,2024-06-30,11.0,0.0,,0.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N18000361,"KHAVDA PHASE-II-PART C, GUJARAT- TRANSMISSION SCHEME FOR EVACUATION OF 4.5 GW RE INJECTION AT KHAVDA",,,,PGCIL,2820.99,,1858.46,,2025-03-01,2025-03-01,,2024-10-31,22.0,65.8797,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N18000361,"KHAVDA PHASE-II-PART C, GUJARAT- TRANSMISSION SCHEME FOR EVACUATION OF 4.5 GW RE INJECTION AT KHAVDA",,,,PGCIL,2820.99,,1858.46,,2025-03-01,2025-03-01,,2024-11-30,22.0,65.8797,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N18000362,DIBANG MULTIPURPOSE PROJECT 2880 MW ARUNACHAL PRADESH,,,,NHPC,31876.39,,2427.25,,2032-02-01,2032-02-01,,2024-06-30,12.22,7.6146,,0.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N18000362,DIBANG MULTIPURPOSE PROJECT 2880 MW ARUNACHAL PRADESH,,,,,31876.39,,2628.95,,2032-02-01,2032-02-01,,2024-10-31,12.95,8.2473,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N18000362,DIBANG MULTIPURPOSE PROJECT 2880 MW ARUNACHAL PRADESH,,,,NHPC,31876.39,,2708.12,,2032-02-01,2032-02-01,,2024-11-30,13.41,8.4957,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N18000363,KWAR HE PROJECT,,,,CVPPPL,4526.12,,660.04,,2026-11-01,2027-12-01,,2024-06-30,11.55,14.5829,,13.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N18000364,TALCHER THERMAL POWER PROJECT,,,,NTPC,11844.0,,1405.09,,2027-05-01,2027-05-01,,2024-06-30,8.4,11.8633,,0.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N18000364,TALCHER THERMAL POWER,,,,,11844.0,,1405.09,,2027-05-01,2027-05-01,,2024-10-31,8.0,11.8633,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N18000364,TALCHER THERMAL POWER,,,,,11844.0,,1405.09,,2027-05-01,2027-05-01,,2024-11-30,8.4,11.8633,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N18000365,KHAVDA 1200MW,,,,NTPC,6283.81,,383.77,,2024-12-01,2024-12-01,,2024-06-30,0.0,6.1073,,0.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N18000365,KHAVDA 1200MW (4X300MW) IN KHAVDA RE PARK,,,,,6283.81,,967.79,,2024-12-01,2026-01-01,,2024-10-31,15.0,15.4013,,13.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N18000365,KHAVDA 1200MW (4X300MW) IN KHAVDA RE PARK,,,,,6283.81,,1231.79,,2024-12-01,2026-01-01,,2024-11-30,16.0,19.6026,,13.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N18000366,DAYAPAR WIND- III,,,,NTPC,1095.01,,119.46,,2025-01-01,2025-05-01,,2024-06-30,0.0,10.9095,,4.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N18000366,DAYAPAR WIND- III (HYBRID TRANCHE-V),,,,,1095.01,,297.33,,2025-01-01,2025-05-01,,2024-10-31,0.0,27.1532,,4.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N18000366,DAYAPAR WIND- III (HYBRID TRANCHE-V),,,,,1095.01,,297.33,,2025-01-01,2025-05-01,,2024-11-30,0.0,27.1532,,4.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N18000367,BADAM COAL MINING PROJECT,,,,NTPC,501.79,,40.35,,2024-10-01,2024-10-01,,2024-06-30,0.0,8.0412,,0.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N18000368,300 MW SOLAR,,,,NHPC,1677.12,,684.08,,2023-11-01,2025-03-01,,2024-06-30,55.0,40.789,,16.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N18000368,300 MW SOLAR POWER PROJECT UNDER CPSU SCHEME,,,,,1677.12,,729.12,,2023-11-01,2025-03-01,,2024-10-31,64.0,43.4745,,16.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N18000368,300 MW SOLAR POWER PROJECT UNDER CPSU SCHEME,,,,,1677.12,,737.97,,2023-11-01,2025-03-01,,2024-11-30,66.0,44.0022,,16.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N18000370,KERANDARI COAL,,,,NTPC,1553.0,1625.87,0.0,,2019-11-01,2023-04-01,,2024-06-30,0.0,0.0,,41.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N18000370,KERANDARI COAL MINING PROJECT,,,,,1553.0,1625.87,0.0,,2019-11-01,2019-11-01,,2024-10-31,0.0,0.0,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N18000370,KERANDARI COAL MINING PROJECT,,,,,1553.0,1625.87,0.0,,2019-11-01,2019-11-01,,2024-11-30,0.0,0.0,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N18000371,SCHEME TO RELIEVE L CORRIDOR,,,,PGCIL,200.58,,134.39,,2024-05-01,2024-06-01,,2024-06-30,100.0,67.0007,,1.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N18000372,TRANSMISSION ROM AN REZ V PART-I,,,,PGCIL,202.39,,0.84,,2025-01-01,2024-12-01,,2024-06-30,45.0,0.415,,-1.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N18000372,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM RAJASTHAN REZ PHASE-IV PART-I,,,,PGCIL,202.39,,20.04,,2025-01-01,2024-12-01,,2024-10-31,70.0,9.9017,,-1.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N18000372,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM RAJASTHAN REZ PHASE-IV PART-,,,,PGCIL,202.39,,20.04,,2025-01-01,2025-12-01,,2024-11-30,76.0,9.9017,,11.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N18000373,"TS FOR EVACUATION UNDER II, PART E1",,,,PGCIL,688.74,,0.0,,2025-02-01,2025-02-01,,2024-06-30,17.0,0.0,,0.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N18000373,"TS FOR EVACUATION OF POWER UNDER PHASE-III, PART E1",,,,PGCIL,688.74,,121.1,,2025-02-01,2025-02-01,,2024-10-31,23.0,17.5828,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N18000373,TS FOR EVACUATION OF POWER FROM REZ IN RAJASTHAN E1,,,,PGCIL,688.74,,121.1,,2025-02-01,2025-02-01,,2024-11-30,65.0,17.5828,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N18000374,TS FOR EVACUATION HASE-III,,,,PGCIL,2211.0,,140.83,,2025-04-01,2025-04-01,,2024-06-30,9.0,6.3695,,0.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N18000374,TS FOR EVACUATION POWER UNDER PHASE-III PART H,,,,PGCIL,2211.0,,230.63,,2025-04-01,2025-04-01,,2024-10-31,17.0,10.431,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N18000374,TS FOR EVACUATION POWER FROM REZ IN RAJASTHAN,,,,PGCIL,2211.0,,458.63,,2025-04-01,2025-04-01,,2024-11-30,28.0,20.7431,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N18000375,TS FOR EVACUATION HASE-III,,,,PGCIL,1796.0,,232.48,,2025-04-01,2025-04-01,,2024-06-30,8.0,12.9443,,0.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N18000375,TS FOR EVACUATION POWER UNDER PHASE-III PART C1,,,,PGCIL,1796.0,,405.48,,2025-04-01,2025-04-01,,2024-10-31,18.0,22.5768,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N18000375,TS FOR EVACUATION POWER FROM REZ IN RAJASTHAN C1,,,,PGCIL,1796.0,,579.48,,2025-04-01,2025-10-01,,2024-11-30,33.0,32.265,,6.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N18000376,TS FOR EVACUATION HASE-III,,,,PGCIL,2191.0,,242.86,,2025-04-01,2025-04-01,,2024-06-30,10.0,11.0844,,0.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N18000376,TS FOR EVACUATION POWER UNDER PHASE-III PART B1,,,,PGCIL,2191.0,,457.26,,2025-04-01,2025-04-01,,2024-10-31,22.0,20.8699,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N18000376,TS FOR EVACUATION POWER FROM REZ IN RAJASTHAN B1,,,,PGCIL,2191.0,,668.26,,2025-04-01,2025-04-01,,2024-11-30,42.0,30.5002,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N18000377,TS FOR EVACUATION OF 7GW RE INJECTION AT KHAVDA PS UNDER PHASE-IV PART E4,,,,PGCIL,224.0,,0.0,,2025-07-01,2025-07-01,,2024-06-30,0.0,0.0,,0.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N18000377,TS FOR EVACUATION OF 7GW RE INJECTION AT KHAVDA PS UNDER PHASE-IV PART E4,,,,PGCIL,224.0,,0.0,,2025-07-01,2025-07-01,,2024-10-31,0.0,0.0,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N18000377,TS FOR EVACUATION OF 7GW RE INJECTION AT KHAVDA PS UNDER PHASE-IV PART E4,,,,PGCIL,224.0,,0.0,,2025-07-01,2025-07-01,,2024-11-30,1.0,0.0,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N18000378,TS FOR EVACUATION HASE-III,,,,PGCIL,331.0,,7.66,,2025-03-01,2025-03-01,,2024-06-30,26.0,2.3142,,0.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N18000378,TS FOR EVACUATION POWER UNDER PHASE-III PART J,,,,PGCIL,331.0,,7.66,,2025-03-01,2025-08-01,,2024-10-31,26.0,2.3142,,5.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N18000378,TS FOR EVACUATION POWER FROM REZ IN RAJASTHAN,,,,PGCIL,331.0,,8.66,,2025-03-01,2025-08-01,,2024-11-30,26.0,2.6163,,5.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N18000379,TS FOR EVACUATION HASE-III,,,,PGCIL,428.0,,0.0,,2025-06-01,2025-06-01,,2024-06-30,0.0,0.0,,0.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N18000379,TS FOR EVACUATION POWER UNDER PHASE-III PART E2,,,,PGCIL,428.0,,0.0,,2025-06-01,2025-06-01,,2024-10-31,2.0,0.0,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N18000379,TS FOR EVACUATION POWER FROM REZ IN RAJASTHAN E2,,,,PGCIL,428.0,,0.0,,2025-06-01,2025-06-01,,2024-11-30,3.0,0.0,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N18000380,TRANSMISSION CHEME FOR SOLAR NANTHPURAM 2500MW) AND,,,,PGCIL,1249.0,,73.81,,2025-03-01,2025-09-01,,2024-06-30,5.0,5.9095,,6.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N18000380,TRANSMISSION SCHEME FOR SOLAR ENERGY ZONE IN,,,,PGCIL,1249.0,,117.81,,2025-03-01,2025-09-01,,2024-10-31,24.0,9.4323,,6.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N18000380,TRANSMISSION SCHEME FOR SOLAR ENERGY ZONE IN,,,,PGCIL,1249.0,,144.81,,2025-03-01,2025-09-01,,2024-11-30,39.0,11.5941,,6.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N18000381,LARA SUPER THERMAL,,,,BHEL,15530.0,,709.38,,2028-06-01,2028-06-01,,2024-06-30,0.0,4.5678,,0.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N18000381,LARA SUPER THERMAL POWER,,,,,15530.0,,709.38,,2028-06-01,2028-06-01,,2024-10-31,0.0,4.5678,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N18000381,LARA SUPER THERMAL POWER,,,,,15530.0,,709.38,,2028-06-01,2028-06-01,,2024-11-30,0.0,4.5678,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N18000382,"SINGRAULI SUPER THERMAL POWER PROJECT, STAGE-III",,,,BHEL,17195.31,,531.0,,2030-02-01,2030-02-01,,2024-06-30,0.0,3.0881,,0.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N18000382,SINGRAULI SUPER THERMAL MW),,,,BHEL,17195.31,,531.0,,2030-02-01,2030-02-01,,2024-10-31,0.0,3.0881,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N18000382,"SINGRAULI SUPER THERMAL POWER PROJECT, STAGE-III",,,,NTPC,17195.31,,531.0,,2030-02-01,2030-02-01,,2024-11-30,0.0,3.0881,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N18000383,TS FOR EVACUATION KHAVDA AREA OF JARAT UNDER PH- PART E3,,,,PGCIL,334.0,,0.0,,2025-07-01,2025-07-01,,2024-06-30,0.0,0.0,,0.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N18000383,TS FOR EVACUATION OF POWER FROM POTENTIAL RE ZONE IN KHAVDA AREA OF GUJARAT UNDER PH-IV PART E3,,,,PGCIL,334.0,,0.0,,2025-07-01,2025-07-01,,2024-10-31,0.0,0.0,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N18000383,TS FOR EVACUATION OF POWER FROM POTENTIAL RE ZONE IN KHAVDA AREA OF GUJARAT UNDER PH-IV PART E3,,,,PGCIL,334.0,,0.0,,2025-07-01,2025-07-01,,2024-11-30,0.0,0.0,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N18000384,TS FOR EVACUATION AVDA RE PARK DER PHASE-III RT B [VATAMAN TRA,,,,PGCIL,3752.0,,76.02,,2025-12-01,2025-12-01,,2024-06-30,0.0,2.0261,,0.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N18000384,TS FOR EVACUATION OF ADDITIONAL 7GW RE POWER FROM KHAVDA RE PARK UNDER PHASE-III PART B [VATAMAN TRA,,,,PGCIL,3752.0,,241.02,,2025-12-01,2025-12-01,,2024-10-31,1.5,6.4238,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N18000384,TS FOR EVACUATION OF ADDITIONAL 7GW RE POWER FROM KHAVDA RE PARK UNDER PHASE-III PART B [VATAMAN TR,,,,PGCIL,3752.0,,292.02,,2025-12-01,2025-12-01,,2024-11-30,1.6,7.783,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N18000385,TS FOR INTRGRATION IN KARNATAK,,,,PGCIL,2889.0,,0.0,,2025-12-01,2025-12-01,,2024-06-30,0.0,0.0,,0.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
N18000385,TS FOR INTRGRATION OF RE ZONE KARN,,,,PGCIL,2889.0,,5.0,,2025-12-01,2025-12-01,,2024-10-31,2.5,0.1731,,0.0,October.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=72&path=Content/ArchiveReport/flash/2024-25/October.pdf
N18000385,TS FOR INTRGRATION OF RE,,,,PGCIL,2889.0,,157.0,,2025-12-01,2025-12-01,,2024-11-30,8.0,5.4344,,0.0,November.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=73&path=Content/ArchiveReport/flash/2024-25/November.pdf
N18000386,TS FOR EVACUATION T-1) [BIKANER ] PART A R III N,,,,PGCIL,2998.0,,72.72,,2025-12-01,2025-12-01,,2024-06-30,2.0,2.4256,,0.0,June.pdf,https://paimana-proj.mospi.gov.in/ReportPage/ViewPdf?id=65&path=Content/ArchiveReport/flash/2024-25/June.pdf
