project_id,project_name,sector,implementing_agency,planned_commissioning_year,completion_date,approved_cost_cr,reported_completion_expenditure_cr,predicted_cost_overrun,actual_cost_overrun,cost_error,predicted_delay_days,actual_delay_days,delay_error,predicted_risk,actual_risk
,"GWALIOR-JHANSI, NH-75",Road Transport And Highways,Not reported,2009,2022-02-28,604.0,360.15,-12.89952899201829,-40.372516556291394,27.472987564273105,425.06521909113735,4472,-4046.9347809088626,1,1
,HOWRAH DIVISION- PLATFORM SHELTER (40 C CATEGORY,Udaipur                          (North Western Railway) -,Not reported,2018,2022-02-28,157.94,51.75,-22.07614224151419,-67.23439280739521,45.15825056588102,33.96147154962743,1215,-1181.0385284503725,1,1
,"LILUAH-DANKUNI 3RD LINE, MM FOR DANKUNI-JONGALPARA-",Stations)                        (Eastern Railways) -,Not reported,2014,2022-02-28,257.42,109.66,-25.140346833106435,-57.400357392588,32.260010559481564,338.2589243734521,2921,-2582.741075626548,1,1
,"MAVLI JUNCTION-BARI SADRI, MM OF AJMER- CHITTSURGARH-",Meerut                          (Railway Electrification) -,Not reported,2020,2022-02-28,420.18,387.54,-13.380894333242978,-7.768099385977435,-5.6127949472655425,9.910552877207081,729,-719.0894471227929,0,1
,TOLLYGANJ-GARIA WITH EXTENSION TO DUM DUM-NOAPARA AND,Railways,Not reported,2006,2022-02-28,1049.69,3837.57,5.620707446496397,265.59079347235854,-259.97008602586214,4960.6145580165585,5568,-607.3854419834415,1,1
,TRANSMISSION SYSTEM STRENTHENNING IN INDIAN SYSTEM FOR,Flash Report,Not reported,2018,2022-02-28,808.63,690.89,-1.701386024547574,-14.560429368190645,12.859043343643071,8.120304938094144,1519,-1510.8796950619057,0,1
,JAMMU-UDHAMPUR KM.27.5 TO KM.67.00,Road Transport And Highways,Not reported,2013,2022-03-31,1813.76,2656.47,-26.333975550165704,46.46204569513055,-72.79602124529626,31.206286936748143,3195,-3163.7937130632517,1,1
,"SETTING UP OF FACILITIES FOR PRODUCTION OF POLYOLS,",Petroleum,Not reported,2023,2022-03-31,11130.0,425.3,-31.466790236063773,-96.17879604672058,64.7120058106568,4.518439256673453,0,4.518439256673453,1,0
,4 LANING OF NAGPUR-BETUL,Road Transport And Highways,Not reported,2014,2022-04-30,2498.76,2531.46,-32.34990739430857,1.3086490899486072,-33.65855648425718,109.62443396944191,2829,-2719.3755660305583,1,1
,CAPTIVE NATURAL GAS PIPELINE FROM DAHEJ TO KOYALI,Petroleum,Not reported,2021,2022-04-30,315.0,232.8,-2.239080252084051,-26.095238095238095,23.856157843154044,10.922002279949403,150,-139.0779977200506,1,1
,"CONSTRUCTION OF GRASS ROOT POL TERMINAL AT MOTIHARI,",Refinery                            (Indian Oil Corporation,Not reported,2021,2022-04-30,522.0,443.99,-14.197673053835317,-14.944444444444443,0.7467713906091262,5.264986313574166,425,-419.7350136864258,0,1
,NASHRI- CHANANI,Ppp (Annuity)(National Highways Authority Of India) -,Not reported,2015,2022-04-30,2159.0,4729.68,-41.70186182263291,119.06808707735064,-160.76994889998355,75.63640571982646,2525,-2449.3635942801734,1,1
,SETTING UP OF PHASE LL FACILITIES FOR HPCL GREEN R AND D,Bihar                           (Indian Oil Corporation Limited),Not reported,2021,2022-04-30,380.0,366.58,-22.599790686303706,-3.531578947368425,-19.068211738935283,11.033268178396916,180,-168.96673182160308,0,1
,SYSTEM STRENGTHENING SCHEMES AT TUTICORIN-II (ERSTWHILE,Power,Not reported,2020,2022-04-30,496.11,322.28,9.595083961598121,-35.038600310415035,44.633684272013156,3.1105758141108355,698,-694.8894241858892,1,1
,UPGRADATION OF NEW NATIONAL HIGHWAY NO 168 TO TWO LANE,Configuration And Geometric Improvement From,Not reported,2018,2022-05-31,464.07,319.88,-9.433591928993422,-31.07074363781326,21.637151708819836,9.430115729381253,1307,-1297.5698842706188,0,1
,WIDENING AND UPGRADATION TO 2 LANE WITH PAVED SHOULDER,Highways And Infrastructure Development Corporation,Not reported,2018,2022-05-31,216.0,117.19,-13.346903151506922,-45.74537037037037,32.398467218863445,29.865211919468997,1307,-1277.134788080531,1,1
,BALANCE WORK OF 2-LANE WITH PAVED SHOULDER OF BHOPAL-,Road Transport And Highways,Not reported,2019,2022-06-30,227.49,193.99,12.090956067825644,-14.725922018550266,26.816878086375908,4.110795940300165,1276,-1271.8892040596998,1,1
,DIFFERENT BUILDINGS UNDER PHASE 1 NORTH FOR IIT MANDI AT,Department Of Higher Education,Not reported,2014,2022-06-30,270.83,235.32,-24.403850914690096,-13.111545988258314,-11.292304926431783,324.66647588893034,2798,-2473.33352411107,1,1
,NAGAUR-BIKANER SECTION FROM KM 177.00 TO KM 267.325 ON NH-,Shoulder From Jind-Gohana Road From Design Chain,Not reported,2022,2022-06-30,370.36,271.81,-24.562954780623798,-26.609245058861653,2.046290278237855,13.967264386090381,0,13.967264386090381,0,0
,AUGMENTATION OF PUMPING CAPACITY OF BARAUNI-BONGAIGAON,Petroleum,Not reported,2019,2022-08-31,571.66,511.0,7.390314716411666,-10.61120246300248,18.001517179414144,2.2329328027401414,1004,-1001.7670671972598,1,1
,STRENGTHENING OF CHURAIBARI - AGARTALA SECTION OF NH-08,Highways And Infrastructure Development Corporation,Not reported,2022,2022-08-31,257.96,122.81,-25.025103952701784,-52.39184369669716,27.366739743995375,28.861096394989566,242,-213.13890360501043,1,1
,2-LANE WITH PAVED SHOULDER WITH PROVISION OF CAPACITY,Ppp (Annuity)(National Highways Authority Of India) -,Not reported,2016,2022-11-30,530.07,558.12,-9.719849371936704,5.29175391929367,-15.011603291230372,11.69902886688229,2312,-2300.300971133118,1,1
,4-LANNING OF PORBANDAR DWARKA SECTION IN THE STATE OF,Augmentation Of Rajasthan Border-Fatehpur-Sala Ppp,Not reported,2020,2022-11-30,1958.88,1116.85,-44.65311906304914,-42.985277301315044,-1.6678417617340955,2.9244812808806455,912,-909.0755187191194,0,1
,CONSTRUCTION OF NEW INTEGRATED TERMINAL BUILDING AND,Civil Aviation,Not reported,2019,2022-11-30,438.28,405.76,9.288416367361009,-7.419914210094,16.70833057745501,2.4626153737109626,1278,-1275.537384626289,1,1
,QUAZIGUND-BANIHAL KM.220.00 TO KM.188.00,Road Transport And Highways,Not reported,2015,2022-11-30,1987.0,3116.66,-66.862412689238,56.85254151987921,-123.71495420911721,14.405943028953823,2709,-2694.594056971046,1,1
,2 LANNING OF MUZAFFARPUR - SONBARSA,Ennore Port Connectivity                 (National Highways,Not reported,2013,2022-12-31,511.54,576.99,-14.16180356425096,12.794698361809436,-26.956501926060398,25.932134413046015,3347,-3321.067865586954,0,1
,CONSTN. OF 4 LANING IN KM.99.00 TO 114.375 PACKAGE-V (EPC),Ppp (Annuity)(National Highways Authority Of India) -,Not reported,2019,2022-12-31,247.25,195.15,-14.895450862024262,-21.07178968655207,6.176338824527807,35.50341003637965,1401,-1365.4965899636204,1,1
,DEVELOPMENT OF ADIQUATE ROAD CONNECTIVITY TO CHENNAI-,Road Transport And Highways,Not reported,2013,2022-12-31,600.0,338.04,5.871393785851112,-43.66,49.53139378585111,60.89664125421341,3500,-3439.1033587457864,1,1
,KRISHNANAGAR-BERHAMPUR,Ppp (Annuity)(National Highways Authority Of India) -,Not reported,2014,2022-12-31,702.16,784.03,-9.77521421797023,11.659735672781133,-21.434949890751362,71.75954228428434,3105,-3033.240457715716,0,1
,SRINAGAR TO BANIHAL,Ppp (Annuity)(National Highways Authority Of India) -,Not reported,2014,2022-12-31,1100.7,2986.32,-11.977884900945469,171.31098391932406,-183.28886882026953,184.81149563685636,3135,-2950.1885043631437,1,1
,"180 TMTPA NEW LPG PLANT AT PATALGANGA(DIST RAIGAD),",Koyali-Manmad-Ahmednagar-Solapur Pipeline (Indian Oil,Not reported,2020,2023-01-31,249.26,278.49,-16.273535854303418,11.726711064751672,-28.00024691905509,32.97575651205573,974,-941.0242434879443,1,1
,ADDITIONAL FACILITIES AT SOLAPUR FOR CONVERSION TO TOP ON,Its Extension Upto Patna And Muzaffarpur           (Indian Oil,Not reported,2021,2023-01-31,348.0,300.86,-25.267111046838565,-13.545977011494248,-11.721134035344317,17.975989428705244,760,-742.0240105712948,1,1
,AUGMENTATION OF MATHURA-TUNDLA PIPELINE AND ITS,Maharashtra                         (Hindustan Petroleum,Not reported,2022,2023-01-31,676.0,621.05,-12.151048378295329,-8.128698224852078,-4.02235015344325,6.4464369280460785,183,-176.55356307195393,0,1
,AUGMENTATION OF PARADIP-HALDIA-DURGAPUR LPG PIPELINE AND,Production Unit(Mops)                    (Oil & Natural Gas,Not reported,2021,2023-01-31,1823.0,2494.42,-24.48778367292104,36.83049917718048,-61.31828285010152,4.005261501308317,701,-696.9947384986917,0,1
,CONSTRUCTION OF ROAD APPROACHES TO RAIL-CUM-ROAD,Carriageway With Paved Shoulder Including Geo,Not reported,2020,2023-01-31,235.48,226.67,-12.718560941578076,-3.741294377441822,-8.977266564136254,34.721226989306096,1066,-1031.2787730106938,1,1
,CONVERSION OF RIG SAGAR SAMRAT TO MOBILE OFFSHORE,Petroleum,Not reported,2013,2023-01-31,861.79,1681.69,-4.668185434498525,95.13918704092646,-99.80737247542498,302.9688853227435,3562,-3259.0311146772565,1,1
,REHABILITATION AND UP GRADATION OF EXISTING 2-LANE TO 4-,Bridge Across River Ganga At Munger Ghat Near Munge,Not reported,2021,2023-01-31,564.66,452.72,-12.063469213331658,-19.82431905925689,7.760849845925232,5.986989439267983,548,-542.013010560732,0,1
,REHABILITATION SIX LANING UPGRADATION CHANDIKHOLE,Lane Standards To End Of Kamakhyanagar Bypas,Not reported,2021,2023-01-31,1522.0,636.05,-9.963651130180168,-58.2095926412615,48.245941511081334,8.24630403762465,609,-600.7536959623753,0,1
,WIDENING AND STRENFTHENING OF EXISITNG SL IL TO 2 LANE,Road Transport And Highways,Not reported,2016,2023-01-31,191.5,183.94,13.526334439035779,-3.947780678851176,17.474115117886953,16.087699661198663,2466,-2449.9123003388013,1,1
,CREATING INFRASTRUCTURE AT GUJARAT REFINERY AND DUMAD,Petroleum,Not reported,2020,2023-02-28,906.0,453.07,7.76832989796614,-49.992273730684325,57.760603628650465,2.7602414045911075,1123,-1120.2397585954088,1,1
,DEVELOPMENT OF SIX LANE EASTERN PERIPHERAL EXPRESSWAY (,Road Transport And Highways,Not reported,2018,2023-02-28,771.18,792.0,19.656488457575634,2.6997588111724955,16.95672964640314,0.8551534922900311,1825,-1824.1448465077099,1,1
,KEROSENE HYDROTREATER (KHT) UNIT INTEGRATED WITH,For Koyali Ahmednagar Solapur Pipeline         (Indian Oil,Not reported,2023,2023-02-28,697.0,538.45,-9.364902487869628,-22.747489239598274,13.382586751728645,7.011842125724344,0,7.011842125724344,0,0
,REHABILITATION AND UPGRADING TO 2 LANE WITH PAVED,Epc Mode                         Epc(Ministry Of Road,Not reported,2016,2023-02-28,171.96,108.0,-17.723478327474766,-37.1946964410328,19.47121811355803,78.75600643421618,2463,-2384.243993565784,1,1
,WIDNG WITH PS AND STRNG FROM KM.0.00 TO 50.675 OF NH-730A,Pkg-I)                         (National Highways Authority Of,Not reported,2015,2023-02-28,164.54,141.33,-21.403107499141242,-14.105992463838568,-7.297115035302674,331.03331147221996,2768,-2436.96668852778,1,1
,FOUR LANING OF TRICHY TO KALLAGAM SECTION ON NH-227 IN THE,Road Transport And Highways,Not reported,2021,2023-03-31,1166.26,444.08,9.743652935818758,-61.92272735067653,71.6663802864953,2.4667188252618035,788,-785.5332811747382,1,1
,ETHANOL PRODUCTION FROM PSA OFF GAS BASED ON LANZATECH,Facilities At Baitalpur Depot For                (Indian Oil,Not reported,2020,2023-04-30,598.0,679.2,-7.489828856417276,13.57859531772576,-21.068424174143036,6.469305102124728,1184,-1177.5306948978753,0,1
,REVAMPING OF EXISTING FACILITIES/ AUGMENTATION OF,Petroleum,Not reported,2021,2023-04-30,318.8,224.25,-2.239080252084051,-29.65809284818068,27.41901259609663,10.922002279949403,637,-626.0779977200506,1,1
,KAILASHAHAR TO KHOWAI PKG-2,Highways And Infrastructure Development Corporation,Not reported,2022,2023-05-31,206.78,197.72,-20.065784828748022,-4.3814682271012675,-15.684316601646755,31.11878423858085,334,-302.8812157614191,1,1
,DOUBLING OF TRACK BETWEEN GOOTY AND DHARMAVARAM OF,Railways,Not reported,2021,2023-06-30,636.38,1081.75,-0.2453965775605269,69.98491467362268,-70.23031125118321,9.169498052139476,851,-841.8305019478605,0,1
,CONSTRUCTION OF A NEW 2-LANE HIGHWAY FROM KM 0.00 (ON NH-,Rate(Ministry Of Road Transport And Highways (State,Not reported,2010,2023-08-31,195.04,415.11,-18.122408563108166,112.83326497128796,-130.9556735343961,310.63144079120457,4717,-4406.368559208795,1,1
,REHABILITATION AND UPGRADATION TO 2-LANE WITH PAVED,Rate(Ministry Of Road Transport And Highways (State,Not reported,2019,2023-08-31,396.86,325.22,-16.34405971098529,-18.05170589124628,1.707646180260987,11.219983480146764,1460,-1448.7800165198532,0,1
,WIDENING TO 2LPS FROM 173/37 TO 229/40 OF NH-59 IN THE STATE,To Boudh) In The State Of Odisha        (Ministry Of Road,Not reported,2018,2023-08-31,214.23,179.48,-13.656372295694325,-16.220884096531766,2.5645118008374403,32.669267892560086,1856,-1823.3307321074399,1,1
,WIDENING TO 2LPS FROM 58/00 TO 116/10 OF NH-153B (NAKTIDEUL,Shoulder Configuration Of Nandakumar-Contai-Chan,Not reported,2018,2023-08-31,206.88,123.5,-13.786118924905594,-40.30355761794277,26.517438693037178,34.25449913039678,1978,-1943.7455008696031,1,1
,2-LANING OF CHURACHANDPUR TUIVAI SECTION OF NH-102B (1A,Flexible Pavement On Khalghat To Sarwardewla Road,Not reported,2022,2023-09-30,167.95,84.16,-23.03276672804958,-49.889848169097945,26.857081441048365,32.38543407064612,486,-453.6145659293539,1,1
,CONSTRUCTION TO TWO LANE WITH PAVED SHOULDERS WITH,Bot (Toll)(Ministry Of Road Transport And Highways (State,Not reported,2021,2023-09-30,264.5,215.21,-24.92482000138523,-18.635160680529296,-6.289659320855932,28.861096394989566,943,-914.1389036050105,1,1
,MANGAWA-MP/UP BORDER SECTION OF NH-27 (4L) IN MP,Road Transport And Highways,Not reported,2015,2023-09-30,410.72,392.45,5.316693798525179,-4.448285936891322,9.764979735416501,89.73043839540775,3104,-3014.269561604592,1,1
,2-LANING FROM MANU-SIMLUNG ( PKG III),Madhapur) In The State Of Odisha            (Ministry Of Road,Not reported,2022,2023-11-30,347.36,224.48,-25.267111046838565,-35.37540304007371,10.108291993235142,17.975989428705244,698,-680.0240105712948,1,1
,DABOKA KATHKATI PACKAGE-2,Epc(National Highways And Infrastructure Development,Not reported,2024,2023-11-30,335.88,220.39,-25.435394564155658,-34.38430391806598,8.948909353910324,21.115025519324266,0,21.115025519324266,1,0
,DABOKA KATHKATI PACKAGE-4,Epc(National Highways And Infrastructure Development,Not reported,2023,2023-11-30,260.07,290.49,-25.025103952701784,11.696850847848662,-36.72195480055045,28.861096394989566,0,28.861096394989566,1,1
,KAILASHAHAR TO KHOWAI PKG-3,Epc(National Highways And Infrastructure Development,Not reported,2022,2023-11-30,280.91,202.06,-24.46993952796886,-28.069488448257456,3.599548920288594,29.311768522929185,517,-487.6882314770708,1,1
,KAILASHAHAR TO KHOWAI PKG-5,Epc(National Highways And Infrastructure Development,Not reported,2022,2023-11-30,332.14,148.07,-25.435394564155658,-55.419401457216836,29.984006893061178,21.115025519324266,517,-495.88497448067574,1,1
,KHELLANI-KHANABAL PKG-6,Epc(National Highways And Infrastructure Development,Not reported,2022,2023-11-30,285.28,218.89,-24.483391269353902,-23.271873247335947,-1.2115180220179553,29.251681607547912,455,-425.74831839245206,1,1
,WIDENING TO 2LPS FROM 50/0 TO 140/9 OF NH-57 (SONEPUR TO,Highways And Infrastructure Development Corporation,Not reported,2017,2023-11-30,295.67,242.48,-6.424827725411973,-17.9896506240065,11.564822898594528,29.349534695916535,2493,-2463.6504653040834,1,1
,DEVELOPMENT OF NELP BLOCK KG-ONN-2003/1 NAGAYALANKA,Petroleum,Not reported,2023,2023-12-31,284.79,258.16,-1.5217799259573042,-9.350749675199268,7.828969749241963,15.015581860819744,213,-197.98441813918026,1,1
,BALANCE WORK UNDER PHASE-I FOR 4L OF KHED SINNER SECTION,Epc(National Highways And Infrastructure Development,Not reported,2022,2024-02-29,169.83,207.89,-22.766358060091676,22.410645940057687,-45.17700400014937,32.477081725129295,516,-483.5229182748707,1,1
,CATALYST MANUFACTURING UNIT OF 1500 MTPA CAPACITY AT,Petroleum,Not reported,2020,2024-02-29,206.63,284.95,9.864974043016232,37.90349900788849,-28.03852496487226,20.99209070535151,1489,-1468.0079092946485,1,1
,CONST OF 152 QTRS 240 BOYS 240 GIRLS 150 NURSES HOSTEL,Health And Family Welfare,Not reported,2020,2024-02-29,195.0,179.67,-7.202206516109129,-7.861538461538468,0.6593319454293392,9.2541022676199,1276,-1266.7458977323802,1,1
,DEMBUEN - BRUNI,Highways And Infrastructure Development Corporation,Not reported,2023,2024-02-29,606.63,281.69,-12.063469213331658,-53.56477589304848,41.50130667971682,6.296395859872133,365,-358.7036041401279,0,1
,JIA BHARALI BRIDGE ALONG WITH ITS APPROACH ROAD,Epc(National Highways And Infrastructure Development,Not reported,2023,2024-02-29,804.0,575.92,-7.8399182521924615,-28.368159203980102,20.52824095178764,8.123533617455097,212,-203.8764663825449,0,1
,INSTALLATION OF SECOND CATALYTIC DEWAXING UNIT (CDW-II) AT,Petroleum,Not reported,2023,2024-03-31,1019.0,776.55,2.5838112366867563,-23.79293424926399,26.376745485950746,4.347031082952932,455,-450.6529689170471,1,1
,KARGIL-ZANSKR PACKAGE-5,Road Transport And Highways,Not reported,2023,2024-03-31,169.79,200.8,0.03946766210754049,18.26373755816009,-18.22426989605255,3.5163603802946306,121,-117.48363961970537,1,1
,REPLACEMENT OF EXISTING TWIN 42” OFFSHORE PIPELINES AT,Haldia Refinery                     (Indian Oil Corporation,Not reported,2022,2024-03-31,1378.0,1150.99,-6.798692146277162,-16.47387518142235,9.675183035145189,9.68241431198136,486,-476.31758568801865,1,1
