project_id,month,project_name,sector,ministry,state,agency,original_cost,current_estimated_cost,actual_cost,planned_start_date,planned_completion_date,revised_completion_date,actual_completion_date,monthly_expenditure,physical_progress_percentage,milestone_completed,milestone_delay_days
606431,2021-07-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1329.33,1498.94,2019-01-07,2022-06-07,2023-05-10,2023-09-11,22.62,64.42,False,14
606431,2021-08-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1343.97,1498.94,2019-01-07,2022-06-07,2023-05-21,2023-09-11,22.62,66.6,True,8
606431,2021-09-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1358.77,1498.94,2019-01-07,2022-06-07,2023-06-01,2023-09-11,22.62,69.2,False,9
606431,2021-10-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1373.73,1498.94,2019-01-07,2022-06-07,2023-06-13,2023-09-11,22.62,72.14,False,10
606431,2021-11-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1388.85,1498.94,2019-01-07,2022-06-07,2023-06-24,2023-09-11,22.62,75.24,False,12
606431,2021-12-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1404.13,1498.94,2019-01-07,2022-06-07,2023-07-05,2023-09-11,22.62,78.26,False,13
606431,2022-01-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1419.57,1498.94,2019-01-07,2022-06-07,2023-07-16,2023-09-11,22.62,81.02,False,14
606431,2022-02-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1435.15,1498.94,2019-01-07,2022-06-07,2023-07-28,2023-09-11,22.62,83.37,True,8
606431,2022-03-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1450.88,1498.94,2019-01-07,2022-06-07,2023-08-08,2023-09-11,22.62,85.29,False,9
606431,2022-04-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1466.76,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,86.84,False,10
606431,2022-05-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1479.22,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,88.18,False,12
606431,2022-06-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1479.22,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,89.52,False,13
606431,2022-07-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1479.22,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,88.88,False,14
606431,2022-08-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1479.22,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,88.6,True,8
606431,2022-09-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1479.22,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,88.77,False,9
606431,2022-10-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1479.22,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,89.34,False,10
606431,2022-11-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1479.22,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,90.16,False,12
606431,2022-12-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1479.22,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,91.05,False,13
606431,2023-01-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1479.22,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,91.77,False,14
606431,2023-02-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1479.22,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,92.16,True,8
606431,2023-03-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1479.22,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,92.12,False,9
606431,2023-04-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1479.22,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,91.66,False,10
606431,2023-05-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1479.22,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,90.89,False,12
606431,2023-06-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1479.22,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,90.0,False,13
606431,2023-07-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1479.22,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,89.21,False,14
606431,2023-08-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1479.22,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,88.71,True,8
606431,2023-09-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1479.22,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,88.62,False,9
606431,2023-10-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1479.22,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,88.97,False,10
606431,2023-11-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1479.22,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,89.67,False,12
606431,2023-12-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1479.22,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,90.55,False,13
606431,2024-01-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1479.22,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,91.39,False,14
606431,2024-02-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1479.22,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,91.99,True,8
606431,2024-03-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1479.22,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,92.2,False,9
606431,2024-04-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1479.22,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,91.97,False,10
606431,2024-05-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1479.22,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,91.35,False,12
606431,2024-06-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1479.22,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,90.5,False,13
606431,2024-07-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1479.22,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,89.63,False,14
606431,2024-08-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1479.22,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,88.94,True,8
606431,2024-09-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1479.22,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,88.61,False,9
606431,2024-10-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1479.22,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,88.72,False,10
606431,2024-11-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1479.22,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,89.24,False,12
606431,2024-12-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1479.22,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,90.04,False,13
606431,2025-01-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1479.22,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,90.93,False,14
606431,2025-02-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1479.22,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,91.69,True,8
606431,2025-03-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1479.22,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,92.13,False,9
606431,2025-04-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1479.22,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,92.15,False,10
606431,2025-05-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1479.22,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,91.74,False,12
606431,2025-06-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1479.22,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,91.0,False,13
606431,2025-07-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1479.22,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,90.11,False,14
606431,2025-08-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1479.22,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,89.3,True,8
606431,2025-09-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1479.22,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,88.75,False,9
606431,2025-10-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1479.22,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,88.61,False,10
606431,2025-11-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1479.22,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,88.9,False,12
606431,2025-12-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1479.22,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,89.57,False,13
606431,2026-01-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1479.22,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,90.43,False,14
606431,2026-02-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1479.22,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,91.29,True,8
606431,2026-03-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1479.22,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,91.93,False,9
606431,2026-04-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1479.22,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,92.2,False,10
606431,2026-05-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1479.22,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,92.02,False,12
606431,2026-06-01,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,Department of Higher Education,Karnataka,Department Implementation Agency,1006.0,1479.22,1498.94,2019-01-07,2022-06-07,2023-08-14,2023-09-11,22.62,91.45,False,13
606479,2019-04-01,Banaras Hindu University [Kayakalp of Institute of Medical Sciences],Education,Department of Higher Education,Assam,Department Implementation Agency,246.0,246.62,342.43,2019-03-30,2022-09-30,2022-10-05,2023-05-15,5.41,2.5,False,5
606479,2019-05-01,Banaras Hindu University [Kayakalp of Institute of Medical Sciences],Education,Department of Higher Education,Assam,Department Implementation Agency,246.0,247.58,342.43,2019-03-30,2022-09-30,2022-10-10,2023-05-15,5.16,3.86,False,5
606479,2019-06-01,Banaras Hindu University [Kayakalp of Institute of Medical Sciences],Education,Department of Higher Education,Assam,Department Implementation Agency,246.0,248.73,342.43,2019-03-30,2022-09-30,2022-10-16,2023-05-15,5.16,5.37,False,6
606479,2019-07-01,Banaras Hindu University [Kayakalp of Institute of Medical Sciences],Education,Department of Higher Education,Assam,Department Implementation Agency,246.0,250.03,342.43,2019-03-30,2022-09-30,2022-10-21,2023-05-15,5.16,7.22,False,7
606479,2019-08-01,Banaras Hindu University [Kayakalp of Institute of Medical Sciences],Education,Department of Higher Education,Assam,Department Implementation Agency,246.0,251.45,342.43,2019-03-30,2022-09-30,2022-10-27,2023-05-15,5.16,9.49,False,7
606479,2019-09-01,Banaras Hindu University [Kayakalp of Institute of Medical Sciences],Education,Department of Higher Education,Assam,Department Implementation Agency,246.0,252.97,342.43,2019-03-30,2022-09-30,2022-11-01,2023-05-15,5.16,12.19,False,8
606479,2019-10-01,Banaras Hindu University [Kayakalp of Institute of Medical Sciences],Education,Department of Higher Education,Assam,Department Implementation Agency,246.0,254.58,342.43,2019-03-30,2022-09-30,2022-11-06,2023-05-15,5.16,15.2,True,5
606479,2019-11-01,Banaras Hindu University [Kayakalp of Institute of Medical Sciences],Education,Department of Higher Education,Assam,Department Implementation Agency,246.0,256.28,342.43,2019-03-30,2022-09-30,2022-11-12,2023-05-15,5.16,18.34,False,5
606479,2019-12-01,Banaras Hindu University [Kayakalp of Institute of Medical Sciences],Education,Department of Higher Education,Assam,Department Implementation Agency,246.0,258.05,342.43,2019-03-30,2022-09-30,2022-11-17,2023-05-15,5.16,21.38,False,6
606479,2020-01-01,Banaras Hindu University [Kayakalp of Institute of Medical Sciences],Education,Department of Higher Education,Assam,Department Implementation Agency,246.0,259.89,342.43,2019-03-30,2022-09-30,2022-11-23,2023-05-15,5.16,24.13,False,7
606479,2020-02-01,Banaras Hindu University [Kayakalp of Institute of Medical Sciences],Education,Department of Higher Education,Assam,Department Implementation Agency,246.0,261.8,342.43,2019-03-30,2022-09-30,2022-11-28,2023-05-15,5.16,26.46,False,7
606479,2020-03-01,Banaras Hindu University [Kayakalp of Institute of Medical Sciences],Education,Department of Higher Education,Assam,Department Implementation Agency,246.0,263.77,342.43,2019-03-30,2022-09-30,2022-12-03,2023-05-15,5.16,28.36,False,8
606479,2020-04-01,Banaras Hindu University [Kayakalp of Institute of Medical Sciences],Education,Department of Higher Education,Assam,Department Implementation Agency,246.0,265.8,342.43,2019-03-30,2022-09-30,2022-12-09,2023-05-15,5.16,29.91,True,5
606479,2020-05-01,Banaras Hindu University [Kayakalp of Institute of Medical Sciences],Education,Department of Higher Education,Assam,Department Implementation Agency,246.0,267.88,342.43,2019-03-30,2022-09-30,2022-12-14,2023-05-15,5.16,31.28,False,5
606479,2020-06-01,Banaras Hindu University [Kayakalp of Institute of Medical Sciences],Education,Department of Higher Education,Assam,Department Implementation Agency,246.0,270.02,342.43,2019-03-30,2022-09-30,2022-12-20,2023-05-15,5.16,32.68,False,6
606479,2020-07-01,Banaras Hindu University [Kayakalp of Institute of Medical Sciences],Education,Department of Higher Education,Assam,Department Implementation Agency,246.0,272.21,342.43,2019-03-30,2022-09-30,2022-12-25,2023-05-15,5.16,34.32,False,7
606479,2020-08-01,Banaras Hindu University [Kayakalp of Institute of Medical Sciences],Education,Department of Higher Education,Assam,Department Implementation Agency,246.0,274.44,342.43,2019-03-30,2022-09-30,2022-12-30,2023-05-15,5.16,36.34,False,7
606479,2020-09-01,Banaras Hindu University [Kayakalp of Institute of Medical Sciences],Education,Department of Higher Education,Assam,Department Implementation Agency,246.0,276.72,342.43,2019-03-30,2022-09-30,2023-01-05,2023-05-15,5.16,38.81,False,8
606479,2020-10-01,Banaras Hindu University [Kayakalp of Institute of Medical Sciences],Education,Department of Higher Education,Assam,Department Implementation Agency,246.0,279.05,342.43,2019-03-30,2022-09-30,2023-01-10,2023-05-15,5.16,41.67,True,5
606479,2020-11-01,Banaras Hindu University [Kayakalp of Institute of Medical Sciences],Education,Department of Higher Education,Assam,Department Implementation Agency,246.0,281.42,342.43,2019-03-30,2022-09-30,2023-01-16,2023-05-15,5.16,44.76,False,5
606479,2020-12-01,Banaras Hindu University [Kayakalp of Institute of Medical Sciences],Education,Department of Higher Education,Assam,Department Implementation Agency,246.0,283.83,342.43,2019-03-30,2022-09-30,2023-01-21,2023-05-15,5.16,47.88,False,6
606479,2021-01-01,Banaras Hindu University [Kayakalp of Institute of Medical Sciences],Education,Department of Higher Education,Assam,Department Implementation Agency,246.0,286.28,342.43,2019-03-30,2022-09-30,2023-01-26,2023-05-15,5.16,50.81,False,7
606479,2021-02-01,Banaras Hindu University [Kayakalp of Institute of Medical Sciences],Education,Department of Higher Education,Assam,Department Implementation Agency,246.0,288.77,342.43,2019-03-30,2022-09-30,2023-02-01,2023-05-15,5.16,53.39,False,7
606479,2021-03-01,Banaras Hindu University [Kayakalp of Institute of Medical Sciences],Education,Department of Higher Education,Assam,Department Implementation Agency,246.0,291.3,342.43,2019-03-30,2022-09-30,2023-02-06,2023-05-15,5.16,55.53,False,8
606479,2021-04-01,Banaras Hindu University [Kayakalp of Institute of Medical Sciences],Education,Department of Higher Education,Assam,Department Implementation Agency,246.0,293.87,342.43,2019-03-30,2022-09-30,2023-02-12,2023-05-15,5.16,57.27,True,5
606479,2021-05-01,Banaras Hindu University [Kayakalp of Institute of Medical Sciences],Education,Department of Higher Education,Assam,Department Implementation Agency,246.0,296.47,342.43,2019-03-30,2022-09-30,2023-02-17,2023-05-15,5.16,58.71,False,5
606479,2021-06-01,Banaras Hindu University [Kayakalp of Institute of Medical Sciences],Education,Department of Higher Education,Assam,Department Implementation Agency,246.0,299.11,342.43,2019-03-30,2022-09-30,2023-02-22,2023-05-15,5.16,60.06,False,6
606479,2021-07-01,Banaras Hindu University [Kayakalp of Institute of Medical Sciences],Education,Department of Higher Education,Assam,Department Implementation Agency,246.0,301.78,342.43,2019-03-30,2022-09-30,2023-02-28,2023-05-15,5.16,61.55,False,7
606479,2021-08-01,Banaras Hindu University [Kayakalp of Institute of Medical Sciences],Education,Department of Higher Education,Assam,Department Implementation Agency,246.0,304.49,342.43,2019-03-30,2022-09-30,2023-03-05,2023-05-15,5.16,63.34,False,7
606479,2021-09-01,Banaras Hindu University [Kayakalp of Institute of Medical Sciences],Education,Department of Higher Education,Assam,Department Implementation Agency,246.0,307.23,342.43,2019-03-30,2022-09-30,2023-03-11,2023-05-15,5.16,65.56,False,8
606479,2021-10-01,Banaras Hindu University [Kayakalp of Institute of Medical Sciences],Education,Department of Higher Education,Assam,Department Implementation Agency,246.0,310.0,342.43,2019-03-30,2022-09-30,2023-03-16,2023-05-15,5.16,68.21,True,5
606479,2021-11-01,Banaras Hindu University [Kayakalp of Institute of Medical Sciences],Education,Department of Higher Education,Assam,Department Implementation Agency,246.0,312.8,342.43,2019-03-30,2022-09-30,2023-03-21,2023-05-15,5.16,71.19,False,5
606479,2021-12-01,Banaras Hindu University [Kayakalp of Institute of Medical Sciences],Education,Department of Higher Education,Assam,Department Implementation Agency,246.0,315.64,342.43,2019-03-30,2022-09-30,2023-03-27,2023-05-15,5.16,74.32,False,6
606479,2022-01-01,Banaras Hindu University [Kayakalp of Institute of Medical Sciences],Education,Department of Higher Education,Assam,Department Implementation Agency,246.0,318.5,342.43,2019-03-30,2022-09-30,2023-04-01,2023-05-15,5.16,77.38,False,7
606479,2022-02-01,Banaras Hindu University [Kayakalp of Institute of Medical Sciences],Education,Department of Higher Education,Assam,Department Implementation Agency,246.0,321.39,342.43,2019-03-30,2022-09-30,2023-04-07,2023-05-15,5.16,80.18,False,7
606479,2022-03-01,Banaras Hindu University [Kayakalp of Institute of Medical Sciences],Education,Department of Higher Education,Assam,Department Implementation Agency,246.0,324.31,342.43,2019-03-30,2022-09-30,2023-04-12,2023-05-15,5.16,82.57,False,8
606479,2022-04-01,Banaras Hindu University [Kayakalp of Institute of Medical Sciences],Education,Department of Higher Education,Assam,Department Implementation Agency,246.0,327.27,342.43,2019-03-30,2022-09-30,2023-04-17,2023-05-15,5.16,84.53,True,5
606479,2022-05-01,Banaras Hindu University [Kayakalp of Institute of Medical Sciences],Education,Department of Higher Education,Assam,Department Implementation Agency,246.0,330.24,342.43,2019-03-30,2022-09-30,2023-04-23,2023-05-15,5.16,86.11,False,5
606479,2022-06-01,Banaras Hindu University [Kayakalp of Institute of Medical Sciences],Education,Department of Higher Education,Assam,Department Implementation Agency,246.0,333.25,342.43,2019-03-30,2022-09-30,2023-04-28,2023-05-15,5.16,87.49,False,6
606479,2022-07-01,Banaras Hindu University [Kayakalp of Institute of Medical Sciences],Education,Department of Higher Education,Assam,Department Implementation Agency,246.0,336.29,342.43,2019-03-30,2022-09-30,2023-05-01,2023-05-15,5.16,88.88,False,7
606479,2022-08-01,Banaras Hindu University [Kayakalp of Institute of Medical Sciences],Education,Department of Higher Education,Assam,Department Implementation Agency,246.0,338.57,342.43,2019-03-30,2022-09-30,2023-05-01,2023-05-15,5.16,90.47,False,7
606479,2022-09-01,Banaras Hindu University [Kayakalp of Institute of Medical Sciences],Education,Department of Higher Education,Assam,Department Implementation Agency,246.0,338.57,342.43,2019-03-30,2022-09-30,2023-05-01,2023-05-15,5.16,92.44,False,8
606479,2022-10-01,Banaras Hindu University [Kayakalp of Institute of Medical Sciences],Education,Department of Higher Education,Assam,Department Implementation Agency,246.0,338.57,342.43,2019-03-30,2022-09-30,2023-05-01,2023-05-15,5.16,92.61,True,5
606479,2022-11-01,Banaras Hindu University [Kayakalp of Institute of Medical Sciences],Education,Department of Higher Education,Assam,Department Implementation Agency,246.0,338.57,342.43,2019-03-30,2022-09-30,2023-05-01,2023-05-15,5.16,93.18,False,5
606479,2022-12-01,Banaras Hindu University [Kayakalp of Institute of Medical Sciences],Education,Department of Higher Education,Assam,Department Implementation Agency,246.0,338.57,342.43,2019-03-30,2022-09-30,2023-05-01,2023-05-15,5.16,94.0,False,6
606479,2023-01-01,Banaras Hindu University [Kayakalp of Institute of Medical Sciences],Education,Department of Higher Education,Assam,Department Implementation Agency,246.0,338.57,342.43,2019-03-30,2022-09-30,2023-05-01,2023-05-15,5.16,94.89,False,7
