project_id,project_name,sector,implementing_agency,planned_commissioning_year,completion_date,approved_cost_cr,reported_completion_expenditure_cr,predicted_cost_overrun,actual_cost_overrun,cost_error,predicted_delay_days,actual_delay_days,delay_error,predicted_risk,actual_risk
,MP/Maharashtra Border-Dhula 12/2009 835.00 06/2012,Krishnapatnam,Not reported,2013,2013-03-31,835.0,1068.7,-40.907699967349444,27.988023952095816,-68.89572391944526,169.51900974025975,30,139.51900974025975,0,1
,NORTHERN REGION SYSTEM 520.48 520.48 11/2011 12/,Scheme-I Pgcil,Not reported,2014,2013-03-31,2013.0,3.0,-41.4356210634342,-99.85096870342772,58.41534763999353,169.51900974025975,0,169.51900974025975,0,0
,North Tapti Gas Field Development ONGC 589.70 755.76 03/2011 03/,Barauni Pipeline Iocl,Not reported,2013,2013-03-31,2013.0,2.0,-41.4356210634342,-99.90064580228515,58.46502473885096,169.51900974025975,0,169.51900974025975,0,0
,"PATHANKOT- BHOGPUR, KM.26-KM.70, NS- 284.00 359.00 05/2008 03/",Nhai,Not reported,2013,2013-03-31,2013.0,6.0,-41.4356210634342,-99.70193740685544,58.26631634342124,169.51900974025975,0,169.51900974025975,0,0
,"Polypropylene unit Mangalore Refin 1,803.78 1,803.78 07/2012 06/",Visakh Refinery Hpcl,Not reported,2013,2013-03-31,2013.0,4.0,-41.4356210634342,-99.8012916045703,58.3656705411361,169.51900974025975,0,169.51900974025975,0,0
,"RAJATGARH-BARANG(LD),ECOR RVNL 166.16 288.00 02/2009 04/",Sasan Ultra Me Pgcil,Not reported,2014,2013-03-31,2013.0,16.0,-41.4356210634342,-99.20516641828118,57.76954535484698,169.51900974025975,0,169.51900974025975,0,0
,"RAJMARG CHORAHA TO LAKHNANDON,KM 12/2003 229.91 10/2008",Krishnapatnam,Not reported,2013,2013-03-31,229.91,289.95,-28.446383873616234,26.114566569527202,-54.56095044314344,48.75009199134202,30,18.750091991342018,0,1
,"SETTING UP OF LNG REGASIFICATION 3,500.00 4,150.00 01/2012 03/",Nhai,Not reported,2013,2013-03-31,2013.0,1.0,-41.4356210634342,-99.95032290114257,58.51470183770837,169.51900974025975,0,169.51900974025975,0,0
,"SUPPLEMENTRY TRANSMISSION 2,360.95 2,360.95 08/2012 12/",Strenghtening Scheme-Xv Pgcil,Not reported,2014,2013-03-31,2013.0,3.0,-41.4356210634342,-99.85096870342772,58.41534763999353,169.51900974025975,0,169.51900974025975,0,0
,"TEESTA LOW DAM STAGE III 768.92 1,628.00 03/2007 03/",Visakh Refinery Hpcl,Not reported,2013,2013-03-31,2013.0,1.0,-41.4356210634342,-99.95032290114257,58.51470183770837,169.51900974025975,0,169.51900974025975,0,0
,TR. SYSTEM ASSOCIATED WITH CHAMERA III 04/2008 297.37 07/2011,Handling Facilities,Not reported,2013,2013-03-31,386.32,338.93,-20.76642605485526,-12.267032511907223,-8.499393542948036,46.95963744588745,30,16.959637445887452,0,0
,TRANSMISSION SYSTEM ASSOCIATED WITH,Tummalap(Uranium Corporation Of India Limited) -,Not reported,2013,2013-03-31,779.21,756.5,-40.907699967349444,-2.9144903171160577,-37.99320965023339,169.51900974025975,0,169.51900974025975,0,0
,TRANSMISSION SYSTEM ASSOCIATED WITH 12/2010 779.21 08/2013,Hep,Not reported,2013,2013-03-31,779.21,756.5,-40.907699967349444,-2.9144903171160577,-37.99320965023339,169.51900974025975,30,139.51900974025975,0,0
,TRANSMISSION SYSTEM ASSOCIATED WITH 557.24 758.75 01/2010 03/,Hydroelectric Power Proje Nhpc,Not reported,2013,2013-03-31,2013.0,1.0,-41.4356210634342,-99.95032290114257,58.51470183770837,169.51900974025975,0,169.51900974025975,0,0
,"TRANSMISSION SYSTEM ASSOCIATED WITH 7,031.88 7,031.88 12/2012 06/",Associated With Dvc And Pgcil,Not reported,2013,2013-03-31,2013.0,6.0,-41.4356210634342,-99.70193740685544,58.26631634342124,169.51900974025975,0,169.51900974025975,0,0
,765KV SYSTEM FOR CENTRAL PART OF NORTHERN REGION GRID -,Power,Not reported,2012,2013-05-31,1736.36,1240.75,-41.4356210634342,-28.543044069202235,-12.892576994231963,169.51900974025975,364,-194.48099025974025,0,1
,INTERCONNECTION BETWEEN ELECTTRICAL GRIDS OF INDIA AND,Power,Not reported,2012,2013-08-31,160.32,87.63,-30.342919844652485,-45.34056886227545,14.997649017622962,46.4615313852814,334,-287.5384686147186,0,1
,CAPACITY AUGMENTATION OF KOTA PIYALA SECTION OF MMBPL,Refinery                 (Indian Oil Corporation Limited) -,Not reported,2013,2013-12-31,152.89,128.53,-30.78682183068283,-15.933023742560001,-14.853798088122828,46.61304653679655,213,-166.38695346320344,0,1
,FLUIDIZED CATALYTIC CRACKING UNIT(FCCU) REVAMP AT MATHURA,Petroleum,Not reported,2013,2013-12-31,1000.0,755.25,-40.907699967349444,-24.474999999999998,-16.432699967349446,169.51900974025975,364,-194.48099025974025,0,1
,"FOUR LANNING FROM MP/MAHARASHTRA BORDER TO NAGPUR,",Road Transport And Highways,Not reported,2011,2014-01-31,1170.52,4.41,-41.18305188344204,-99.62324437002357,58.44019248658153,169.51900974025975,975,-805.4809902597402,0,1
,"102 MW WIND POWER PROJECT 1,106.00 678.02 06/2012 05/",Ii                          Ongc,Not reported,2014,2014-03-31,2014.0,2.0,-41.4356210634342,-99.90069513406156,58.46507407062737,169.51900974025975,0,169.51900974025975,0,0
,ACQUISITION OF TWO(2) NOS. OF 317000 DWT VERY 10/2010 966.46 994.82 02/,Shipping And Ports,Not reported,2014,2014-03-31,2014.0,2.93,-41.4356210634342,-99.85451837140019,58.41889730796599,169.51900974025975,0,169.51900974025975,0,0
,"ASSAM TELECOM CIRCLE, PHASE-V.I, 2G & 3G 336.81 336.81 01/2009 03/",Bsnl,Not reported,2014,2014-03-31,2014.0,3.0,-41.4356210634342,-99.85104270109235,58.415421637658156,169.51900974025975,0,169.51900974025975,0,0
,"BARH STPP STAGE -II 7,341.04 7,341.04 08/2013 02/",Power,Not reported,2015,2014-03-31,2015.0,1.0,-41.4356210634342,-99.95037220843672,58.51475114500252,169.51900974025975,0,169.51900974025975,0,0
,"BONGAIGAON THERMAL POWER PROJECT 4,375.35 4,375.35 07/2011 06/",Pgcil,Not reported,2016,2014-03-31,2016.0,2.0,-41.4356210634342,-99.90079365079364,58.46517258735945,169.51900974025975,0,169.51900974025975,0,0
,"BRAHMPUTRA BRIDGE,NH NO-31 217.61 309.56 04/2010 09/",Road Transport And Highways,Not reported,2016,2014-03-31,2015.0,4.0,-41.4356210634342,-99.8014888337469,58.365867770312704,169.51900974025975,0,169.51900974025975,0,0
,BUTENE-1 PROJECT AT PANIPAT 02/2012 190.00 03/2014,Up A New Ccr At Mumbai Refinery,Not reported,2014,2014-03-31,172.38,125.28,-29.058641721392423,-27.323355377654018,-1.7352863437384052,48.152743506493536,30,18.152743506493536,0,0
,CENTRAL GAS GATHERING STATION AND 144.02 204.29 06/2012 03/,Mangalore Refin,Not reported,2014,2014-03-31,2014.0,3.0,-41.4356210634342,-99.85104270109235,58.415421637658156,169.51900974025975,0,169.51900974025975,0,0
,"CONST. & DEV. OF 2 OFFSHORE CONTAINER 1,228.00 2,158.16 12/2010 03/",Shipping And Ports,Not reported,2015,2014-03-31,2015.0,7.0,-41.4356210634342,-99.65260545905707,58.21698439562287,169.51900974025975,0,169.51900974025975,0,0
,CONSTRUCTION OF NEW INTERNATIONAL 335.61 388.53 05/2012 03/,Civil Aviation,Not reported,2014,2014-03-31,2014.0,1.0,-41.4356210634342,-99.95034756703079,58.51472650359659,169.51900974025975,0,169.51900974025975,0,0
,CREATION OF SECONDARY TANK FARM WITH 374.56 374.56 09/2012 10/,Hpcl,Not reported,2017,2014-03-31,2016.0,5.0,-41.4356210634342,-99.75198412698413,58.31636306354993,169.51900974025975,0,169.51900974025975,0,0
,"DEV OF G1 AND GS-15 (ONGCL) 429.82 2,735.65 04/2006 06/",Ankleswar             Ongc,Not reported,2016,2014-03-31,2014.0,24.0,-41.4356210634342,-98.80834160873883,57.37272054530463,169.51900974025975,0,169.51900974025975,0,0
,"DEVELOPMENT OF B-46 CLUSTER FIELD 1,436.21 1,456.96 07/2010 03/",Ongc,Not reported,2014,2014-03-31,2014.0,2.0,-41.4356210634342,-99.90069513406156,58.46507407062737,169.51900974025975,0,169.51900974025975,0,0
,DEVELOPMENT OF BHE AND BH-35 AREA. 08/2010 372.11 03/2013,Up A New Ccr At Mumbai Refinery,Not reported,2014,2014-03-31,372.11,334.31,-18.957206671640943,-10.158286528177154,-8.79892014346379,46.95963744588745,58,-11.040362554112548,0,0
,DEVELOPMENT OF SB-14 FIELD 01/2011 410.44 11/2012,Up A New Ccr At Mumbai Refinery,Not reported,2014,2014-03-31,410.44,337.16,-24.249184529917144,-17.85401033037715,-6.395174199539994,46.95963744588745,30,16.959637445887452,0,0
,"DHOLPUR-SIRMUTTRA WITH EXTENSION TO 04/2010 622.41 2,030.50 02/",Bikaner And Ratangarh-Degana Gc)                                              -                             -,Not reported,2019,2014-03-31,2019.0,226.23,-41.4356210634342,-88.79494799405646,47.35932693062226,169.51900974025975,0,169.51900974025975,0,0
,"DIESEL HYDROTREATOR PROJECT AT 3,284.00 2,174.00 09/2011 05/",Madhuban             Oil,Not reported,2014,2014-03-31,2014.0,7.0,-41.4356210634342,-99.65243296921548,58.216811905781285,169.51900974025975,0,169.51900974025975,0,0
,"DIESEL HYDROTREATOR PROJECT AT VISAKH 3,597.00 2,730.00 09/2011 03/",Oil,Not reported,2014,2014-03-31,2014.0,4.0,-41.4356210634342,-99.80139026812313,58.36576920468893,169.51900974025975,0,169.51900974025975,0,0
,GSM EQUIPMENT OF 283000 LINES (2G) AND 149.15 158.72 06/2009 03/,Phase-Ii          Bsnl,Not reported,2014,2014-03-31,2014.0,3.0,-41.4356210634342,-99.85104270109235,58.415421637658156,169.51900974025975,0,169.51900974025975,0,0
,HYDERABAD/SECUNDERABD MULTI MODAL 04/2012 632.68 816.55 04/,Suburban Gc                       -                                            -                               -,Not reported,2016,2014-03-31,2012.0,29.06,-41.4356210634342,-98.55566600397616,57.12004494054196,169.51900974025975,0,169.51900974025975,0,0
,HYDROCRACKER REVAMP AND SETTING 04/2008 825.00 04/2013,Petroleum,Not reported,2014,2014-03-31,1827.0,1545.0,-41.4356210634342,-15.435139573070607,-26.00048149036359,169.51900974025975,30,139.51900974025975,0,0
,HYDROCRACKER REVAMP AND SETTING UP A NEW CCR AT MUMBAI,Petroleum,Not reported,2013,2014-03-31,825.0,1545.0,-40.907699967349444,87.27272727272727,-128.1804272400767,169.51900974025975,364,-194.48099025974025,0,1
,IOR GELEKI (ONGCL) 09/2001 390.09 03/2007,Petroleum,Not reported,2017,2014-03-31,1674.11,1759.52,-41.4356210634342,5.101815292901906,-46.5374363563361,169.51900974025975,0,169.51900974025975,0,1
,IOR LAKWA - LAKHMANI (ONGCL) 09/2001 345.10 03/2007,Petroleum,Not reported,2014,2014-03-31,750.0,743.72,-40.530426843820436,-0.8373333333333297,-39.69309351048711,124.25573051948051,30,94.25573051948051,0,0
,"IOR, RUDRASAGAR (ONGCL) 09/2001 113.90 03/2006",Petroleum,Not reported,2014,2014-03-31,480.0,452.91,-47.279197484749666,-5.6437499999999945,-41.63544748474967,65.48382346189165,30,35.483823461891646,0,0
,"MRPL PHASE-III EXPANSION 12,412.00 12,160.26 01/2012 03/",Mangalore Refin,Not reported,2014,2014-03-31,2014.0,3.0,-41.4356210634342,-99.85104270109235,58.415421637658156,169.51900974025975,0,169.51900974025975,0,0
,"MUMBAI HIGH NORTH DEVELOPMENT PHASE- 7,133.39 7,133.39 09/2012 03/",Ongc,Not reported,2014,2014-03-31,2014.0,2.0,-41.4356210634342,-99.90069513406156,58.46507407062737,169.51900974025975,0,169.51900974025975,0,0
,"MUMBAI HIGH SOUTH REDEVELOPMENT PH-2 5,713.03 8,813.41 05/2010 03/",Petroleum,Not reported,2014,2014-03-31,2014.0,2.0,-41.4356210634342,-99.90069513406156,58.46507407062737,169.51900974025975,0,169.51900974025975,0,0
,"NEW WORK FOR CONSTRUCTION OF METRO 2,298.42 2,298.42 03/2014 03/",Railways,Not reported,2016,2014-03-31,2014.0,24.0,-41.4356210634342,-98.80834160873883,57.37272054530463,169.51900974025975,0,169.51900974025975,0,0
,NORTHERN REGION TRANSMISSION 965.58 965.58 11/2012 03/,Ntpc,Not reported,2014,2014-03-31,2014.0,1.0,-41.4356210634342,-99.95034756703079,58.51472650359659,169.51900974025975,0,169.51900974025975,0,0
,"PARBATI H.E.P. STAGE -III (NHPC) 2,304.56 2,716.00 10/2010 03/",Provision)             Pgcil,Not reported,2014,2014-03-31,2014.0,5.0,-41.4356210634342,-99.75173783515392,58.31611677171972,169.51900974025975,0,169.51900974025975,0,0
,"PETROCHEMICAL COMPLEX-II AT VIJAYPUR 8,140.00 8,140.00 02/2014 03/",Rig                             Oil,Not reported,2014,2014-03-31,2014.0,3.0,-41.4356210634342,-99.85104270109235,58.415421637658156,169.51900974025975,0,169.51900974025975,0,0
,"POLYPROPYLENE UNIT 1,803.78 1,803.78 07/2012 03/",Gail,Not reported,2014,2014-03-31,2014.0,3.0,-41.4356210634342,-99.85104270109235,58.415421637658156,169.51900974025975,0,169.51900974025975,0,0
,PURCHASE OF 2 NOS. OF 2000 HP DRILLING 270.00 270.00 12/2014 08/,Ongc,Not reported,2015,2014-03-31,2015.0,2.0,-41.4356210634342,-99.90074441687344,58.46512335343924,169.51900974025975,0,169.51900974025975,0,0
,RAIL CONNECTIVITY TO ICTT AT VALLARPADAM AT 03/2007 245.67 373.22 04/,Large Crude Carriers From M/S Jiangsu                                            -                                -,Not reported,2011,2014-03-31,2009.0,51.92,-41.4356210634342,-97.41562966650075,55.98000860306655,169.51900974025975,1154,-984.4809902597402,0,1
,RAMANAGRAM-MYSORE DOUBLING WITH 04/2007 482.00 482.70 03/,Noapara And Noapara-Nscb Airport(Mtp)                                   -                           -,Not reported,2014,2014-03-31,2013.0,0.15,-41.4356210634342,-99.99254843517139,58.55692737173719,169.51900974025975,30,139.51900974025975,0,0
,"SETTING UP OF LNG REGASIFICATION TERMINAL AT 03/2009 3,500.00 4,150.00 01/",Channel And Jnpt Channel                 -                                   -                            -,Not reported,2013,2014-03-31,2012.0,18.57,-41.4356210634342,-99.07703777335985,57.64141670992565,169.51900974025975,242,-72.48099025974025,0,1
,"SUPPLIMENTARY TRANSMISSION ASSOCIATED WITH 08/2008 2,360.95 2,580.90 08/",Power,Not reported,2014,2014-03-31,2012.0,9.32,-41.4356210634342,-99.53677932405567,58.101158260621474,169.51900974025975,30,139.51900974025975,0,0
,SYSTEM STRENGTHENING COMMON FOR WR 213.78 213.78 03/2014 03/,Ntpc,Not reported,2014,2014-03-31,2014.0,3.0,-41.4356210634342,-99.85104270109235,58.415421637658156,169.51900974025975,0,169.51900974025975,0,0
,"TOLLYGANJ-GARIA WITH EXTENSION TO DUM DUM- 03/2000 907.69 3,176.10 12/",Virudhunagar(Sr)(Gc)                            -                             -                               -,Not reported,2010,2014-03-31,2006.0,249.91,-41.4356210634342,-87.54187437686939,46.10625331343519,169.51900974025975,1338,-1168.4809902597403,0,1
,"TPS-II EXPANSION (1470MW TO 1970MW) (NLC) 2,030.78 3,027.59 06/2009 05/",Coal,Not reported,2014,2014-03-31,2014.0,1.0,-41.4356210634342,-99.95034756703079,58.51472650359659,169.51900974025975,0,169.51900974025975,0,0
,67.5 MW TG-5 AUX. S'TEM EMERGENCY POWER REQUIREMENT EXP.,Steel,Not reported,2010,2014-07-31,202.0,294.84,-28.68388370074565,45.96039603960394,-74.64427974034959,48.152743506493536,1672,-1623.8472564935064,0,1
,GSM EQUIPMENT OF 390K LINES(2G) AND 130K LINES(3G) PH-5.1,Telecommunications,Not reported,2008,2014-07-31,373.94,227.58,29.94728871697908,-39.13996897898058,69.08725769595966,692.3889826839824,2068,-1375.6110173160178,1,1
,KARANPUR MORADABAD-KASHIPUR-RUDRAPUR PIPELINE PROJECT,Petroleum,Not reported,2012,2014-08-31,238.68,293.12,-26.26002699031218,22.808781632311042,-49.06880862262322,49.25842532467535,973,-923.7415746753246,0,1
,COMMON SYSTEM ASSOCIATED WITH ISGS PROJECTS IN,Power,Not reported,2014,2014-10-31,1637.34,1499.95,-41.4356210634342,-8.391048896380708,-33.04457216705349,169.51900974025975,91,78.51900974025975,0,1
,SUPPLY INSTALLATION TESTING AND COMMISSIONING OF RURAL,Telecommunications,Not reported,2011,2014-10-31,1148.19,251.27,-41.18305188344204,-78.11599125580261,36.93293937236057,169.51900974025975,1279,-1109.4809902597403,0,1
,GSM EQUIPMENT OF 283000 LINES (2G) AND 75000 LINES (3G) IN,Telecommunications,Not reported,2009,2014-11-30,149.15,86.34,-29.35617804685702,-42.11196781763326,12.755789770776236,230.10720238095226,2008,-1777.8927976190478,1,1
,PIPELINE FOR TRANSFER OF LPG FROM BPCR/HPCR TO URAN LPG,Petroleum,Not reported,2012,2014-11-30,246.81,263.59,-25.87942059685728,6.798752076496078,-32.67817267335336,49.25842532467535,851,-801.7415746753246,0,1
,765 KV POOLING STATION AND NETWORK WITH DVC AND MAITHOB,Maithon Rbc                      (Power Grid Corporation Of,Not reported,2012,2014-12-31,7075.33,6413.96,-41.4356210634342,-9.347549866932,-32.0880711965022,169.51900974025975,882,-712.4809902597402,0,1
,SUPPLIMENTARY TRANSMISSION ASSOCIATED WITH DVC AND,Power,Not reported,2012,2014-12-31,2360.95,2150.11,-41.4356210634342,-8.930303479531531,-32.50531758390267,169.51900974025975,882,-712.4809902597402,0,1
,TR SYSTEM FOR ESTABLISHMENT OF 400/220 KV GIS SUBSTATION,Power,Not reported,2014,2015-01-31,259.28,210.02,-25.87942059685728,-18.99876581302066,-6.8806547838366185,49.25842532467535,395,-345.74157467532467,0,1
,2-LANING WITH PAVED SHOLDERS OF MULTAI CHHINDWARA SEONI,Road Transport And Highways,Not reported,2014,2015-02-28,1565.0,1592.0,-41.4356210634342,1.7252396166134185,-43.16086068004762,169.51900974025975,150,19.519009740259747,0,1
,ENHANCEMENT OF PRODUCTION CAPACITY AT BOLANI IRON ORE,Steel,Not reported,2013,2015-06-30,254.55,135.89,-25.87942059685728,-46.615596150068754,20.736175553211474,49.25842532467535,606,-556.7415746753246,0,1
,TRANSMISSION SYSTEM FOR IPP GENERATION PROJECTS IN MP,Power,Not reported,2013,2015-06-30,1366.34,1320.96,-41.4356210634342,-3.321281672204567,-38.11433939122963,169.51900974025975,576,-406.4809902597402,0,1
,"UP-GRADATION OF KONABAN GGS AND PIPELINE GRID PROJECT,",Petroleum,Not reported,2012,2015-08-31,288.04,229.16,-21.48699115779053,-20.4416053325927,-1.0453858251978296,47.85872835497837,1125,-1077.1412716450216,0,1
,SYSTEM STRENGTHENING COMMON FOR WR AND NR (LINE BAYS,Power,Not reported,2014,2015-09-30,213.78,204.54,-28.897450241587194,-4.3222003929273125,-24.57524984865988,47.46069805194807,578,-530.539301948052,0,1
,ACADEMIC CUM RESIDENTIAL CAMPUS AT 225.81 225.81 06/2012 05/,Urban Development,Not reported,2015,2015-10-31,2015.0,1.0,-41.4356210634342,-99.95037220843672,58.51475114500252,169.51900974025975,152,17.519009740259747,0,1
,BLOCK-B OCP NCL (3.5 MTY) 746.04 535.10 03/2015 03/,Ncl,Not reported,2016,2015-10-31,2015.0,12.0,-41.4356210634342,-99.40446650124069,57.96884543780649,169.51900974025975,0,169.51900974025975,0,0
,CONSTRUCTION OD ADDITIONAL COMPLEX 884.30 884.30 08/2014 01/,Dmrcl,Not reported,2017,2015-10-31,2016.0,17.0,-41.4356210634342,-99.15674603174604,57.72112496831184,169.51900974025975,0,169.51900974025975,0,0
,CONSTRUCTION OF 2 FGS IN CHABUA 08/2008 126.18 06/2012,Vijaypur And Pata,Not reported,2015,2015-10-31,159.54,71.73,-30.342919844652485,-55.03948852952237,24.696568684869888,46.4615313852814,244,-197.5384686147186,0,1
,CONSTRUCTION OF EXTENSION BUILDING TO 261.85 261.85 05/2013 10/,Kolkata            Cpwd,Not reported,2015,2015-10-31,2015.0,1.0,-41.4356210634342,-99.95037220843672,58.51475114500252,169.51900974025975,0,169.51900974025975,0,0
,"DELHI AGRA APPROVED LENGTH 180.0 KM 1,928.22 1,928.22 04/2015 04/",Nhai,Not reported,2016,2015-10-31,2015.0,12.0,-41.4356210634342,-99.40446650124069,57.96884543780649,169.51900974025975,0,169.51900974025975,0,0
,"DELHI MRTS PHASE-III 38,585.00 38,585.00 03/2016 03/",Cpwd,Not reported,2016,2015-10-31,2016.0,9.0,-41.4356210634342,-99.55357142857143,58.11795036513723,169.51900974025975,0,169.51900974025975,0,0
,DEVELOPMENT OF CHANDIGARH INTERNATIONAL AIRPORT(MOHALI),Civil Aviation,Not reported,2015,2015-10-31,452.0,449.41,-42.758751396529114,-0.5730088495575165,-42.185742546971596,65.84526285583102,244,-178.15473714416896,0,1
,DEVELOPMENT OF SHALLOW WATER WELLS 284.82 284.82 04/2015 04/,Iocl,Not reported,2017,2015-10-31,2015.0,25.0,-41.4356210634342,-98.75930521091811,57.32368414748392,169.51900974025975,0,169.51900974025975,0,0
,"FOUR LANING OF ORISSA CHATTISHGARH 1,232.00 1,232.00 08/2015 08/",Road Transport And Highways,Not reported,2016,2015-10-31,2015.0,6.0,-41.4356210634342,-99.70223325062034,58.26661218718614,169.51900974025975,0,169.51900974025975,0,0
,IMPROVED OIL RECOVERY OF B-173A FIELD 352.49 352.49 03/2014 04/,Isprl,Not reported,2016,2015-10-31,2015.0,11.0,-41.4356210634342,-99.45409429280397,58.018473229369775,169.51900974025975,0,169.51900974025975,0,0
,KRISHNASHILA (NCL) (4MTY) 789.88 741.62 03/2013 03/,Nlc,Not reported,2016,2015-10-31,2015.0,12.0,-41.4356210634342,-99.40446650124069,57.96884543780649,169.51900974025975,0,169.51900974025975,0,0
,"KUDANKULAM APP (NPCIL) 13,171.00 22,462.00 12/2008 06/",Atomic Energy,Not reported,2015,2015-10-31,2015.0,1.0,-41.4356210634342,-99.95037220843672,58.51475114500252,169.51900974025975,122,47.51900974025975,0,1
,LECTURE THEATER AND LAB COMPLEX AT IIT 162.90 162.90 07/2012 07/,Adjoining Pragati Maidan Cpwd,Not reported,2014,2015-10-31,2012.0,23.0,-41.4356210634342,-98.8568588469185,57.4212377834843,169.51900974025975,517,-347.4809902597402,0,1
,LPG TERMINAL AT KOCHI 607.06 607.06 01/2016 01/,Ongc,Not reported,2017,2015-10-31,2016.0,15.0,-41.4356210634342,-99.25595238095238,57.82033131751818,169.51900974025975,0,169.51900974025975,0,0
,MOUNDED BULLET PROJECT AT CPCL 279.00 279.00 12/2014 06/,Petroleum,Not reported,2015,2015-10-31,2015.0,1.0,-41.4356210634342,-99.95037220843672,58.51475114500252,169.51900974025975,122,47.51900974025975,0,1
,"NASHRI- CHANANI 2,159.00 2,159.00 06/2015 06/",Nhai,Not reported,2016,2015-10-31,2015.0,12.0,-41.4356210634342,-99.40446650124069,57.96884543780649,169.51900974025975,0,169.51900974025975,0,0
,NORTHERN REGION SYSTEM 723.63 723.63 11/2014 06/,Pgcil,Not reported,2015,2015-10-31,2015.0,6.0,-41.4356210634342,-99.70223325062034,58.26661218718614,169.51900974025975,0,169.51900974025975,0,0
,NORTHERN REGION SYSTEM 803.34 803.34 03/2015 03/,Pgcil,Not reported,2015,2015-10-31,2015.0,2.0,-41.4356210634342,-99.90074441687344,58.46512335343924,169.51900974025975,183,-13.480990259740253,0,1
,NORTHERN REGION SYSTEM STRENGHENING 752.64 752.64 07/2013 06/,Neepco,Not reported,2015,2015-10-31,2015.0,6.0,-41.4356210634342,-99.70223325062034,58.26661218718614,169.51900974025975,0,169.51900974025975,0,0
,"PETROCHEMICAL COMPLEX-II AT 08/2010 8,140.00 02/2014",Petroleum,Not reported,2014,2015-10-31,8752.0,7494.38,-41.4356210634342,-14.3695155393053,-27.066105524128897,169.51900974025975,334,-164.48099025974025,0,1
,"QUAZIGUND-BANIHAL KM.220.00 TO KM.188.00 1,987.00 1,987.00 07/2015 07/",Nhai,Not reported,2016,2015-10-31,2015.0,11.0,-41.4356210634342,-99.45409429280397,58.018473229369775,169.51900974025975,0,169.51900974025975,0,0
,"RAJASTHAN ATOMIC POWER PROJECT -7 AND 12,320.00 12,320.00 12/2016 04/",Npcil,Not reported,2018,2015-10-31,2018.0,1.0,-41.4356210634342,-99.95044598612488,58.51482492269068,169.51900974025975,0,169.51900974025975,0,0
,STAGE I OF PHASE C/O PERMANENT CAMPUS 332.72 332.72 09/2016 09/,House Complex New Delhi Cpwd,Not reported,2016,2015-10-31,2016.0,3.0,-41.4356210634342,-99.85119047619048,58.415569412756284,169.51900974025975,0,169.51900974025975,0,0
,"STRATEGIC CRUDE OIL STORAGE PROJECT 672.00 1,178.35 10/2011 02/",Cpcl,Not reported,2015,2015-10-31,2015.0,8.0,-41.4356210634342,-99.6029776674938,58.167356604059606,169.51900974025975,30,139.51900974025975,0,0
,"SYSTEM STRENGTHENING -XIX IN 08/2012 1,935.35 12/2014",Aurangabad Corridor For Ipp,Not reported,2015,2015-10-31,1935.35,1222.68,-41.4356210634342,-36.82383031493011,-4.6117907485040845,169.51900974025975,244,-74.48099025974025,0,1
,"SYSTEM STRENGTHENING IN NR FOR SASAN 1,216.83 1,216.83 08/2012 06/",Pgcil,Not reported,2016,2015-10-31,2015.0,9.0,-41.4356210634342,-99.55334987593052,58.117728812496324,169.51900974025975,0,169.51900974025975,0,0
,"SYSTEM STRENGTHENING IN WARDHA- 02/2012 1,310.85 02/2015",Power,Not reported,2015,2015-10-31,1310.85,1078.43,-41.4356210634342,-17.730480222756217,-23.70514084067798,169.51900974025975,244,-74.48099025974025,0,1
,SYTEM STRENGTHENING XIII OF SR GRID 487.49 487.49 06/2014 06/,Pgcil,Not reported,2015,2015-10-31,2015.0,3.0,-41.4356210634342,-99.85111662531018,58.415495561875986,169.51900974025975,60,109.51900974025975,0,0
,"TPS-II EXPANSION (1470MW TO 1970MW) (NLC) 2,030.78 3,477.21 06/2009 03/",Coal,Not reported,2015,2015-10-31,2015.0,1.0,-41.4356210634342,-99.95037220843672,58.51475114500252,169.51900974025975,213,-43.48099025974025,0,1
,TRANSMISSION SYSTEM FOR CONNECTIVITY 552.44 552.44 02/2014 06/,Pgcil,Not reported,2015,2015-10-31,2015.0,3.0,-41.4356210634342,-99.85111662531018,58.415495561875986,169.51900974025975,60,109.51900974025975,0,0
,TRANSMISSION SYSTEM FOR PHASE-I GENERATION PROJECTS IN,Power,Not reported,2013,2015-10-31,2743.19,2827.0,-41.4356210634342,3.0552021551551274,-44.49082321858933,169.51900974025975,699,-529.4809902597402,0,1
,UPGRADATION OF NATIONAL FIRE SERVICES 205.00 205.00 03/2012 01/,For Iim                          Cpwd,Not reported,2015,2015-10-31,2015.0,3.0,-41.4356210634342,-99.85111662531018,58.415495561875986,169.51900974025975,213,-43.48099025974025,0,1
,WAX PROJECT 06/2010 576.60 12/2013,Petroleum,Not reported,2015,2015-10-31,676.05,606.52,-34.176228388918005,-10.284742252791949,-23.891486136126055,92.68527367834186,244,-151.31472632165816,0,1
,ESTABLISHMENT OF AIRPORT OPERATIONS CONTROL CENTRES AT,Civil Aviation,Not reported,2014,2015-12-31,344.28,80.6,-20.108163546254954,-76.58882305100498,56.48065950475002,46.95963744588745,670,-623.0403625541126,0,1
,DEVELOPMENT OF STATE HIGHWAYS IN THE STATE OF BIHAR,Urban Development,Not reported,2010,2016-01-31,2727.89,2709.0,-41.4356210634342,-0.6924766027955627,-40.74314446063863,169.51900974025975,2162,-1992.4809902597403,0,1
