project_id,project_name,sector,implementing_agency,planned_commissioning_year,completion_date,approved_cost_cr,reported_completion_expenditure_cr,predicted_cost_overrun,actual_cost_overrun,cost_error,predicted_delay_days,actual_delay_days,delay_error,predicted_risk,actual_risk
,QUAZIGUND-BANIHAL KM.220.00 TO KM.188.00,Road Transport And Highways,Not reported,2015,2022-11-30,1987.0,3116.66,-60.50475889826623,56.85254151987921,-117.35730041814544,-2.417777054893329,2709.0,-2711.417777054893,1,1
,2 LANNING OF MUZAFFARPUR - SONBARSA,Ennore Port Connectivity                 (National Highways,Not reported,2013,2022-12-31,511.54,576.99,-11.797195122652909,12.794698361809436,-24.591893484462346,208.01985478839785,3347.0,-3138.980145211602,1,1
,CONSTN. OF 4 LANING IN KM.99.00 TO 114.375 PACKAGE-V (EPC),Ppp (Annuity)(National Highways Authority Of India) -,Not reported,2019,2022-12-31,247.25,195.15,-46.921270908533224,-21.07178968655207,-25.849481221981154,-15.826968696663608,1401.0,-1416.8269686966637,1,1
,DEVELOPMENT OF ADIQUATE ROAD CONNECTIVITY TO CHENNAI-,Road Transport And Highways,Not reported,2013,2022-12-31,600.0,338.04,-7.276149506745398,-43.66,36.3838504932546,563.4456886367471,3500.0,-2936.554311363253,1,1
,KRISHNANAGAR-BERHAMPUR,Ppp (Annuity)(National Highways Authority Of India) -,Not reported,2014,2022-12-31,702.16,784.03,-8.285500731598951,11.659735672781133,-19.945236404380083,702.1157561158119,3105.0,-2402.884243884188,1,1
,SRINAGAR TO BANIHAL,Ppp (Annuity)(National Highways Authority Of India) -,Not reported,2014,2022-12-31,1100.7,2986.32,-9.833531021414224,171.31098391932406,-181.14451494073828,793.4451604110831,3135.0,-2341.554839588917,1,1
,"180 TMTPA NEW LPG PLANT AT PATALGANGA(DIST RAIGAD),",Koyali-Manmad-Ahmednagar-Solapur Pipeline (Indian Oil,Not reported,2020,2023-01-31,249.26,278.49,-45.88273177381836,11.726711064751672,-57.60944283857003,-7.153586588548871,974.0,-981.1535865885488,0,1
,ADDITIONAL FACILITIES AT SOLAPUR FOR CONVERSION TO TOP ON,Its Extension Upto Patna And Muzaffarpur           (Indian Oil,Not reported,2021,2023-01-31,348.0,300.86,-46.45628492816769,-13.545977011494248,-32.910307916673446,-1.6113409470989057,760.0,-761.6113409470989,0,1
,AUGMENTATION OF MATHURA-TUNDLA PIPELINE AND ITS,Maharashtra                         (Hindustan Petroleum,Not reported,2022,2023-01-31,676.0,621.05,-37.03663035595791,-8.128698224852078,-28.90793213110583,-0.35862737042892323,183.0,-183.35862737042893,0,1
,AUGMENTATION OF PARADIP-HALDIA-DURGAPUR LPG PIPELINE AND,Production Unit(Mops)                    (Oil & Natural Gas,Not reported,2021,2023-01-31,1823.0,2494.42,-63.080422609376896,36.83049917718048,-99.91092178655737,-97.92454569751706,701.0,-798.924545697517,0,1
,CONSTRUCTION OF ROAD APPROACHES TO RAIL-CUM-ROAD,Carriageway With Paved Shoulder Including Geo,Not reported,2020,2023-01-31,235.48,226.67,-45.406593216400836,-3.741294377441822,-41.66529883895901,-6.896933656463976,1066.0,-1072.896933656464,0,1
,CONVERSION OF RIG SAGAR SAMRAT TO MOBILE OFFSHORE,Petroleum,Not reported,2013,2023-01-31,861.79,1681.69,-7.529555641925754,95.13918704092646,-102.66874268285221,475.6227212434037,3562.0,-3086.3772787565963,1,1
,REHABILITATION AND UP GRADATION OF EXISTING 2-LANE TO 4-,Bridge Across River Ganga At Munger Ghat Near Munge,Not reported,2021,2023-01-31,564.66,452.72,-37.733935392242294,-19.82431905925689,-17.909616332985404,-0.23992301797961488,548.0,-548.2399230179797,1,1
,REHABILITATION SIX LANING UPGRADATION CHANDIKHOLE,Lane Standards To End Of Kamakhyanagar Bypas,Not reported,2021,2023-01-31,1522.0,636.05,-36.05585568667399,-58.2095926412615,22.153736954587508,-3.0044910195817214,609.0,-612.0044910195817,0,1
,WIDENING AND STRENFTHENING OF EXISITNG SL IL TO 2 LANE,Road Transport And Highways,Not reported,2016,2023-01-31,191.5,183.94,-31.001855654458968,-3.947780678851176,-27.05407497560779,251.3006860520314,2466.0,-2214.6993139479687,1,1
,CREATING INFRASTRUCTURE AT GUJARAT REFINERY AND DUMAD,Petroleum,Not reported,2020,2023-02-28,906.0,453.07,-39.08230789821254,-49.992273730684325,10.909965832471784,-9.552901408233199,1123.0,-1132.5529014082333,1,1
,DEVELOPMENT OF SIX LANE EASTERN PERIPHERAL EXPRESSWAY (,Road Transport And Highways,Not reported,2018,2023-02-28,771.18,792.0,-34.80529392139788,2.6997588111724955,-37.50505273257038,-5.043195644941781,1825.0,-1830.0431956449418,1,1
,KEROSENE HYDROTREATER (KHT) UNIT INTEGRATED WITH,For Koyali Ahmednagar Solapur Pipeline         (Indian Oil,Not reported,2023,2023-02-28,697.0,538.45,-37.03663035595791,-22.747489239598274,-14.289141116359637,-0.35862737042892323,-1.0,0.6413726295710768,0,0
,REHABILITATION AND UPGRADING TO 2 LANE WITH PAVED,Epc Mode                         Epc(Ministry Of Road,Not reported,2016,2023-02-28,171.96,108.0,-21.634303729315445,-37.1946964410328,15.560392711717352,140.34367094392388,2463.0,-2322.656329056076,1,1
,WIDNG WITH PS AND STRNG FROM KM.0.00 TO 50.675 OF NH-730A,Pkg-I)                         (National Highways Authority Of,Not reported,2015,2023-02-28,164.54,141.33,-17.43149501971311,-14.105992463838568,-3.325502555874543,267.0370070849914,2768.0,-2500.9629929150087,1,1
,FOUR LANING OF TRICHY TO KALLAGAM SECTION ON NH-227 IN THE,Road Transport And Highways,Not reported,2021,2023-03-31,1166.26,444.08,-36.93695948151244,-61.92272735067653,24.985767869164093,-8.108840644533498,788.0,-796.1088406445335,1,1
,ETHANOL PRODUCTION FROM PSA OFF GAS BASED ON LANZATECH,Facilities At Baitalpur Depot For                (Indian Oil,Not reported,2020,2023-04-30,598.0,679.2,-37.266864076528,13.57859531772576,-50.845459394253766,-0.24895312421582463,1184.0,-1184.2489531242159,1,1
,REVAMPING OF EXISTING FACILITIES/ AUGMENTATION OF,Petroleum,Not reported,2021,2023-04-30,318.8,224.25,-44.19858699542055,-29.65809284818068,-14.540494147239869,-17.682133131803084,637.0,-654.6821331318031,0,1
,KAILASHAHAR TO KHOWAI PKG-2,Highways And Infrastructure Development Corporation,Not reported,2022,2023-05-31,206.78,197.72,-46.20982959921803,-4.3814682271012675,-41.82836137211677,-9.384257177639808,334.0,-343.3842571776398,0,1
,DOUBLING OF TRACK BETWEEN GOOTY AND DHARMAVARAM OF,Railways,Not reported,2021,2023-06-30,636.38,1081.75,-38.13726435877441,69.98491467362268,-108.1221790323971,-2.982788661268807,851.0,-853.9827886612688,1,1
,CONSTRUCTION OF A NEW 2-LANE HIGHWAY FROM KM 0.00 (ON NH-,Rate(Ministry Of Road Transport And Highways (State,Not reported,2010,2023-08-31,195.04,415.11,-18.689129629661203,112.83326497128796,-131.52239460094916,213.4664948161729,4717.0,-4503.533505183827,1,1
,REHABILITATION AND UPGRADATION TO 2-LANE WITH PAVED,Rate(Ministry Of Road Transport And Highways (State,Not reported,2019,2023-08-31,396.86,325.22,-45.78557626186232,-18.05170589124628,-27.73387037061604,-1.674417956053085,1460.0,-1461.674417956053,0,1
,WIDENING TO 2LPS FROM 173/37 TO 229/40 OF NH-59 IN THE STATE,To Boudh) In The State Of Odisha        (Ministry Of Road,Not reported,2018,2023-08-31,214.23,179.48,-42.279043300520605,-16.220884096531766,-26.05815920398884,-4.106398153591811,1856.0,-1860.1063981535917,0,1
,WIDENING TO 2LPS FROM 58/00 TO 116/10 OF NH-153B (NAKTIDEUL,Shoulder Configuration Of Nandakumar-Contai-Chan,Not reported,2018,2023-08-31,206.88,123.5,-42.794792010009246,-40.30355761794277,-2.491234392066474,-5.687957552625266,1978.0,-1983.6879575526252,0,1
,2-LANING OF CHURACHANDPUR TUIVAI SECTION OF NH-102B (1A,Flexible Pavement On Khalghat To Sarwardewla Road,Not reported,2022,2023-09-30,167.95,84.16,-46.90339805998667,-49.889848169097945,2.9864501091112743,-9.969114005147418,486.0,-495.9691140051474,0,1
,CONSTRUCTION TO TWO LANE WITH PAVED SHOULDERS WITH,Bot (Toll)(Ministry Of Road Transport And Highways (State,Not reported,2021,2023-09-30,264.5,215.21,-45.94935899818178,-18.635160680529296,-27.314198317652483,-3.3945880701003333,943.0,-946.3945880701003,0,1
,MANGAWA-MP/UP BORDER SECTION OF NH-27 (4L) IN MP,Road Transport And Highways,Not reported,2015,2023-09-30,410.72,392.45,-17.532288924655333,-4.448285936891322,-13.084002987764011,593.3342856408473,3104.0,-2510.665714359153,1,1
,2-LANING FROM MANU-SIMLUNG ( PKG III),Madhapur) In The State Of Odisha            (Ministry Of Road,Not reported,2022,2023-11-30,347.36,224.48,-46.45628492816769,-35.37540304007371,-11.080881888093984,-1.6113409470989057,698.0,-699.6113409470989,0,1
,DABOKA KATHKATI PACKAGE-2,Epc(National Highways And Infrastructure Development,Not reported,2024,2023-11-30,335.88,220.39,-46.45628492816769,-34.38430391806598,-12.071981010101709,-1.6113409470989057,-32.0,30.388659052901094,0,0
,DABOKA KATHKATI PACKAGE-4,Epc(National Highways And Infrastructure Development,Not reported,2023,2023-11-30,260.07,290.49,-45.94935899818178,11.696850847848662,-57.646209846030445,-3.3945880701003333,-1.0,-2.3945880701003333,0,1
,KAILASHAHAR TO KHOWAI PKG-3,Epc(National Highways And Infrastructure Development,Not reported,2022,2023-11-30,280.91,202.06,-45.94935899818178,-28.069488448257456,-17.879870549924323,-3.9005831922308922,517.0,-520.9005831922309,0,1
,KAILASHAHAR TO KHOWAI PKG-5,Epc(National Highways And Infrastructure Development,Not reported,2022,2023-11-30,332.14,148.07,-46.45628492816769,-55.419401457216836,8.963116529049145,-1.6126267723587455,517.0,-518.6126267723588,0,1
,KHELLANI-KHANABAL PKG-6,Epc(National Highways And Infrastructure Development,Not reported,2022,2023-11-30,285.28,218.89,-45.94935899818178,-23.271873247335947,-22.677485750845833,-3.9005831922308922,455.0,-458.9005831922309,0,1
,WIDENING TO 2LPS FROM 50/0 TO 140/9 OF NH-57 (SONEPUR TO,Highways And Infrastructure Development Corporation,Not reported,2017,2023-11-30,295.67,242.48,-35.73369695995975,-17.9896506240065,-17.74404633595325,-1.6153671647550414,2493.0,-2494.615367164755,0,1
,DEVELOPMENT OF NELP BLOCK KG-ONN-2003/1 NAGAYALANKA,Petroleum,Not reported,2023,2023-12-31,284.79,258.16,-44.28757744810938,-9.350749675199268,-34.936827772910114,-21.75489994489897,213.0,-234.75489994489897,0,1
,BALANCE WORK UNDER PHASE-I FOR 4L OF KHED SINNER SECTION,Epc(National Highways And Infrastructure Development,Not reported,2022,2024-02-29,169.83,207.89,-46.49501610081088,22.410645940057687,-68.90566204086856,-9.969114005147418,516.0,-525.9691140051474,0,1
,CATALYST MANUFACTURING UNIT OF 1500 MTPA CAPACITY AT,Petroleum,Not reported,2020,2024-02-29,206.63,284.95,-48.30280653504008,37.90349900788849,-86.20630554292856,-33.345743572952735,1489.0,-1522.3457435729526,0,1
,CONST OF 152 QTRS 240 BOYS 240 GIRLS 150 NURSES HOSTEL,Health And Family Welfare,Not reported,2020,2024-02-29,195.0,179.67,-43.09742567469199,-7.861538461538468,-35.235887213153525,-16.315046656212616,1276.0,-1292.3150466562126,1,1
,DEMBUEN - BRUNI,Highways And Infrastructure Development Corporation,Not reported,2023,2024-02-29,606.63,281.69,-37.266864076528,-53.56477589304848,16.297911816520475,-0.20563445300517827,365.0,-365.2056344530052,1,1
,JIA BHARALI BRIDGE ALONG WITH ITS APPROACH ROAD,Epc(National Highways And Infrastructure Development,Not reported,2023,2024-02-29,804.0,575.92,-36.90848908235297,-28.368159203980102,-8.54032987837287,-0.7644047618285654,212.0,-212.76440476182856,0,1
,INSTALLATION OF SECOND CATALYTIC DEWAXING UNIT (CDW-II) AT,Petroleum,Not reported,2023,2024-03-31,1019.0,776.55,-38.27559518315729,-23.79293424926399,-14.482660933893303,-9.466866877300442,455.0,-464.46686687730045,1,1
,KARGIL-ZANSKR PACKAGE-5,Road Transport And Highways,Not reported,2023,2024-03-31,169.79,200.8,-55.977614730704225,18.26373755816009,-74.24135228886432,-37.48005061480461,121.0,-158.4800506148046,1,1
,REPLACEMENT OF EXISTING TWIN 42” OFFSHORE PIPELINES AT,Haldia Refinery                     (Indian Oil Corporation,Not reported,2022,2024-03-31,1378.0,1150.99,-36.48645993338877,-16.47387518142235,-20.012584751966422,-1.4099158855081326,486.0,-487.40991588550816,0,1
