project_id,project_name,sector,implementing_agency,planned_commissioning_year,completion_date,approved_cost_cr,reported_completion_expenditure_cr,predicted_cost_overrun,actual_cost_overrun,cost_error,predicted_delay_days,actual_delay_days,delay_error,predicted_risk,actual_risk
,"CONSTRUCTION OF GRASS ROOT POL TERMINAL AT MOTIHARI,",Refinery                            (Indian Oil Corporation,Not reported,2021,2022-04-30,522.0,443.99,-28.584285463902706,-14.944444444444443,-13.639841019458263,123.59375180375183,425,-301.40624819624816,1,1
,NASHRI- CHANANI,Ppp (Annuity)(National Highways Authority Of India) -,Not reported,2015,2022-04-30,2159.0,4729.68,-14.317281333411922,119.06808707735064,-133.38536841076257,835.6790036823497,2525,-1689.3209963176503,0,1
,SETTING UP OF PHASE LL FACILITIES FOR HPCL GREEN R AND D,Bihar                           (Indian Oil Corporation Limited),Not reported,2021,2022-04-30,380.0,366.58,-33.2384450853065,-3.531578947368425,-29.70686613793808,277.0133225108223,180,97.01332251082232,1,1
,SYSTEM STRENGTHENING SCHEMES AT TUTICORIN-II (ERSTWHILE,Power,Not reported,2020,2022-04-30,496.11,322.28,-30.990338839575802,-35.038600310415035,4.048261470839233,171.29335137085133,698,-526.7066486291487,1,1
,UPGRADATION OF NEW NATIONAL HIGHWAY NO 168 TO TWO LANE,Configuration And Geometric Improvement From,Not reported,2018,2022-05-31,464.07,319.88,-27.364436333534673,-31.07074363781326,3.7063073042785852,413.1263708513707,1307,-893.8736291486293,1,1
,WIDENING AND UPGRADATION TO 2 LANE WITH PAVED SHOULDER,Highways And Infrastructure Development Corporation,Not reported,2018,2022-05-31,216.0,117.19,-30.323628262616275,-45.74537037037037,15.421742107754092,358.48637987012995,1307,-948.5136201298701,1,1
,BALANCE WORK OF 2-LANE WITH PAVED SHOULDER OF BHOPAL-,Road Transport And Highways,Not reported,2019,2022-06-30,227.49,193.99,-34.1158316864188,-14.725922018550266,-19.389909667868537,373.7595075757576,1276,-902.2404924242423,1,1
,DIFFERENT BUILDINGS UNDER PHASE 1 NORTH FOR IIT MANDI AT,Department Of Higher Education,Not reported,2014,2022-06-30,270.83,235.32,-10.767428243791613,-13.111545988258314,2.3441177444667005,502.3210822510822,2798,-2295.6789177489177,1,1
,NAGAUR-BIKANER SECTION FROM KM 177.00 TO KM 267.325 ON NH-,Shoulder From Jind-Gohana Road From Design Chain,Not reported,2022,2022-06-30,370.36,271.81,-32.56009698413956,-26.609245058861653,-5.9508519252779095,287.54536796536786,0,287.54536796536786,1,0
,AUGMENTATION OF PUMPING CAPACITY OF BARAUNI-BONGAIGAON,Petroleum,Not reported,2019,2022-08-31,571.66,511.0,-12.657372223159411,-10.61120246300248,-2.046169760156932,178.96699855699856,1004,-825.0330014430015,1,1
,STRENGTHENING OF CHURAIBARI - AGARTALA SECTION OF NH-08,Highways And Infrastructure Development Corporation,Not reported,2022,2022-08-31,257.96,122.81,-33.75929709819567,-52.39184369669716,18.63254659850149,479.46047619047624,242,237.46047619047624,1,1
,2-LANE WITH PAVED SHOULDER WITH PROVISION OF CAPACITY,Ppp (Annuity)(National Highways Authority Of India) -,Not reported,2016,2022-11-30,530.07,558.12,-15.122769033933734,5.29175391929367,-20.414522953227404,119.25284271284274,2312,-2192.7471572871573,1,1
,4-LANNING OF PORBANDAR DWARKA SECTION IN THE STATE OF,Augmentation Of Rajasthan Border-Fatehpur-Sala Ppp,Not reported,2020,2022-11-30,1958.88,1116.85,-39.34717988755865,-42.985277301315044,3.638097413756391,368.6397961760459,912,-543.3602038239542,0,1
,CONSTRUCTION OF NEW INTEGRATED TERMINAL BUILDING AND,Civil Aviation,Not reported,2019,2022-11-30,438.28,405.76,-32.36149105811303,-7.419914210094,-24.941576848019032,387.498593073593,1278,-890.5014069264071,1,1
,QUAZIGUND-BANIHAL KM.220.00 TO KM.188.00,Road Transport And Highways,Not reported,2015,2022-11-30,1987.0,3116.66,-54.627275904005536,56.85254151987921,-111.47981742388475,385.34868561993545,2709,-2323.6513143800644,0,1
,2 LANNING OF MUZAFFARPUR - SONBARSA,Ennore Port Connectivity                 (National Highways,Not reported,2013,2022-12-31,511.54,576.99,-18.316458052646034,12.794698361809436,-31.111156414455472,67.25260822510822,3347,-3279.7473917748916,1,1
,CONSTN. OF 4 LANING IN KM.99.00 TO 114.375 PACKAGE-V (EPC),Ppp (Annuity)(National Highways Authority Of India) -,Not reported,2019,2022-12-31,247.25,195.15,-31.349972495418164,-21.07178968655207,-10.278182808866095,457.22254329004346,1401,-943.7774567099566,1,1
,DEVELOPMENT OF ADIQUATE ROAD CONNECTIVITY TO CHENNAI-,Road Transport And Highways,Not reported,2013,2022-12-31,600.0,338.04,-5.605222259295449,-43.66,38.05477774070455,99.85050865800865,3500,-3400.1494913419915,1,1
,KRISHNANAGAR-BERHAMPUR,Ppp (Annuity)(National Highways Authority Of India) -,Not reported,2014,2022-12-31,702.16,784.03,-3.299610293778961,11.659735672781133,-14.959345966560095,89.05588203463206,3105,-3015.944117965368,1,1
,SRINAGAR TO BANIHAL,Ppp (Annuity)(National Highways Authority Of India) -,Not reported,2014,2022-12-31,1100.7,2986.32,-19.465402922691258,171.31098391932406,-190.7763868420153,503.8262049062049,3135,-2631.173795093795,1,1
,"180 TMTPA NEW LPG PLANT AT PATALGANGA(DIST RAIGAD),",Koyali-Manmad-Ahmednagar-Solapur Pipeline (Indian Oil,Not reported,2020,2023-01-31,249.26,278.49,-31.57410334798589,11.726711064751672,-43.300814412737566,430.0775432900434,974,-543.9224567099566,1,1
,ADDITIONAL FACILITIES AT SOLAPUR FOR CONVERSION TO TOP ON,Its Extension Upto Patna And Muzaffarpur           (Indian Oil,Not reported,2021,2023-01-31,348.0,300.86,-30.472583884907053,-13.545977011494248,-16.926606873412805,463.1648917748916,760,-296.8351082251084,1,1
,AUGMENTATION OF MATHURA-TUNDLA PIPELINE AND ITS,Maharashtra                         (Hindustan Petroleum,Not reported,2022,2023-01-31,676.0,621.05,-24.89895523551151,-8.128698224852078,-16.770257010659435,100.51525072150075,183,-82.48474927849925,1,1
,AUGMENTATION OF PARADIP-HALDIA-DURGAPUR LPG PIPELINE AND,Production Unit(Mops)                    (Oil & Natural Gas,Not reported,2021,2023-01-31,1823.0,2494.42,-36.877080991771074,36.83049917718048,-73.70758016895155,119.82181998557003,701,-581.1781800144299,0,1
,CONSTRUCTION OF ROAD APPROACHES TO RAIL-CUM-ROAD,Carriageway With Paved Shoulder Including Geo,Not reported,2020,2023-01-31,235.48,226.67,-28.99913121653417,-3.741294377441822,-25.25783683909235,467.5073051948053,1066,-598.4926948051947,1,1
,CONVERSION OF RIG SAGAR SAMRAT TO MOBILE OFFSHORE,Petroleum,Not reported,2013,2023-01-31,861.79,1681.69,22.804771487411127,95.13918704092646,-72.33441555351533,266.4370815295815,3562,-3295.5629184704185,1,1
,REHABILITATION AND UP GRADATION OF EXISTING 2-LANE TO 4-,Bridge Across River Ganga At Munger Ghat Near Munge,Not reported,2021,2023-01-31,564.66,452.72,-20.319606048457135,-19.82431905925689,-0.4952869892002454,113.44026695526698,548,-434.55973304473304,1,1
,REHABILITATION SIX LANING UPGRADATION CHANDIKHOLE,Lane Standards To End Of Kamakhyanagar Bypas,Not reported,2021,2023-01-31,1522.0,636.05,-29.653553339131957,-58.2095926412615,28.556039302129545,275.3424693362193,609,-333.6575306637807,1,1
,WIDENING AND STRENFTHENING OF EXISITNG SL IL TO 2 LANE,Road Transport And Highways,Not reported,2016,2023-01-31,191.5,183.94,-18.988188084396654,-3.947780678851176,-15.040407405545478,555.3178733766235,2466,-1910.6821266233765,1,1
,CREATING INFRASTRUCTURE AT GUJARAT REFINERY AND DUMAD,Petroleum,Not reported,2020,2023-02-28,906.0,453.07,-18.265460440397657,-49.992273730684325,31.726813290286668,214.53059163059166,1123,-908.4694083694084,1,1
,DEVELOPMENT OF SIX LANE EASTERN PERIPHERAL EXPRESSWAY (,Road Transport And Highways,Not reported,2018,2023-02-28,771.18,792.0,-28.078314168777574,2.6997588111724955,-30.778072979950068,116.19777777777777,1825,-1708.8022222222223,1,1
,KEROSENE HYDROTREATER (KHT) UNIT INTEGRATED WITH,For Koyali Ahmednagar Solapur Pipeline         (Indian Oil,Not reported,2023,2023-02-28,697.0,538.45,-24.74621731395359,-22.747489239598274,-1.9987280743553164,99.43615981240984,0,99.43615981240984,1,0
,REHABILITATION AND UPGRADING TO 2 LANE WITH PAVED,Epc Mode                         Epc(Ministry Of Road,Not reported,2016,2023-02-28,171.96,108.0,-20.63495278577309,-37.1946964410328,16.559743655259705,403.3612012987013,2463,-2059.6387987012986,1,1
,WIDNG WITH PS AND STRNG FROM KM.0.00 TO 50.675 OF NH-730A,Pkg-I)                         (National Highways Authority Of,Not reported,2015,2023-02-28,164.54,141.33,-27.334024845513873,-14.105992463838568,-13.228032381675305,389.1747835497836,2768,-2378.8252164502164,1,1
,FOUR LANING OF TRICHY TO KALLAGAM SECTION ON NH-227 IN THE,Road Transport And Highways,Not reported,2021,2023-03-31,1166.26,444.08,-41.960029361946454,-61.92272735067653,19.962697988730078,641.5236363636365,788,-146.47636363636354,1,1
,ETHANOL PRODUCTION FROM PSA OFF GAS BASED ON LANZATECH,Facilities At Baitalpur Depot For                (Indian Oil,Not reported,2020,2023-04-30,598.0,679.2,-18.744488056568137,13.57859531772576,-32.3230833742939,125.36247474747478,1184,-1058.6375252525252,1,1
,REVAMPING OF EXISTING FACILITIES/ AUGMENTATION OF,Petroleum,Not reported,2021,2023-04-30,318.8,224.25,-26.861048481343367,-29.65809284818068,2.797044366837312,622.8113852813851,637,-14.188614718614872,1,1
,KAILASHAHAR TO KHOWAI PKG-2,Highways And Infrastructure Development Corporation,Not reported,2022,2023-05-31,206.78,197.72,-14.215873081926631,-4.3814682271012675,-9.834404854825364,560.4927867965368,334,226.49278679653685,1,1
,DOUBLING OF TRACK BETWEEN GOOTY AND DHARMAVARAM OF,Railways,Not reported,2021,2023-06-30,636.38,1081.75,-5.766628683441619,69.98491467362268,-75.7515433570643,693.1234361471862,851,-157.87656385281377,1,1
,CONSTRUCTION OF A NEW 2-LANE HIGHWAY FROM KM 0.00 (ON NH-,Rate(Ministry Of Road Transport And Highways (State,Not reported,2010,2023-08-31,195.04,415.11,-5.171105032135042,112.83326497128796,-118.004370003423,499.8166684704187,4717,-4217.183331529582,1,1
,REHABILITATION AND UPGRADATION TO 2-LANE WITH PAVED,Rate(Ministry Of Road Transport And Highways (State,Not reported,2019,2023-08-31,396.86,325.22,-35.573827154899554,-18.05170589124628,-17.522121263653275,283.80703463203446,1460,-1176.1929653679656,1,1
,WIDENING TO 2LPS FROM 173/37 TO 229/40 OF NH-59 IN THE STATE,To Boudh) In The State Of Odisha        (Ministry Of Road,Not reported,2018,2023-08-31,214.23,179.48,-29.422366945045148,-16.220884096531766,-13.201482848513383,397.91107683982693,1856,-1458.0889231601732,1,1
,WIDENING TO 2LPS FROM 58/00 TO 116/10 OF NH-153B (NAKTIDEUL,Shoulder Configuration Of Nandakumar-Contai-Chan,Not reported,2018,2023-08-31,206.88,123.5,-14.215873081926631,-40.30355761794277,26.08768453601614,560.4927867965368,1978,-1417.5072132034632,1,1
,2-LANING OF CHURACHANDPUR TUIVAI SECTION OF NH-102B (1A,Flexible Pavement On Khalghat To Sarwardewla Road,Not reported,2022,2023-09-30,167.95,84.16,-34.87249787366423,-49.889848169097945,15.017350295433715,415.4609740259741,486,-70.53902597402589,1,1
,CONSTRUCTION TO TWO LANE WITH PAVED SHOULDERS WITH,Bot (Toll)(Ministry Of Road Transport And Highways (State,Not reported,2021,2023-09-30,264.5,215.21,-30.624253335557295,-18.635160680529296,-11.989092655028,464.4214393939393,943,-478.5785606060607,1,1
,MANGAWA-MP/UP BORDER SECTION OF NH-27 (4L) IN MP,Road Transport And Highways,Not reported,2015,2023-09-30,410.72,392.45,-27.758762214582443,-4.448285936891322,-23.310476277691123,325.4075974025973,3104,-2778.5924025974027,1,1
,2-LANING FROM MANU-SIMLUNG ( PKG III),Madhapur) In The State Of Odisha            (Ministry Of Road,Not reported,2022,2023-11-30,347.36,224.48,-30.472583884907053,-35.37540304007371,4.902819155166654,463.1648917748916,698,-234.8351082251084,1,1
,DABOKA KATHKATI PACKAGE-2,Epc(National Highways And Infrastructure Development,Not reported,2024,2023-11-30,335.88,220.39,-36.719122705460556,-34.38430391806598,-2.3348187873945747,515.0421807359305,0,515.0421807359305,1,0
,DABOKA KATHKATI PACKAGE-4,Epc(National Highways And Infrastructure Development,Not reported,2023,2023-11-30,260.07,290.49,-32.76953499064055,11.696850847848662,-44.46638583848922,481.68835497835494,0,481.68835497835494,1,1
,KAILASHAHAR TO KHOWAI PKG-3,Epc(National Highways And Infrastructure Development,Not reported,2022,2023-11-30,280.91,202.06,-22.012601262179814,-28.069488448257456,6.056887186077642,465.08757575757573,517,-51.912424242424265,1,1
,KAILASHAHAR TO KHOWAI PKG-5,Epc(National Highways And Infrastructure Development,Not reported,2022,2023-11-30,332.14,148.07,-35.96910271092577,-55.419401457216836,19.450298746291068,515.6349837662335,517,-1.3650162337664824,1,1
,KHELLANI-KHANABAL PKG-6,Epc(National Highways And Infrastructure Development,Not reported,2022,2023-11-30,285.28,218.89,-21.615186813500546,-23.271873247335947,1.6566864338354002,478.4584090909091,455,23.458409090909072,1,1
,WIDENING TO 2LPS FROM 50/0 TO 140/9 OF NH-57 (SONEPUR TO,Highways And Infrastructure Development Corporation,Not reported,2017,2023-11-30,295.67,242.48,27.245148144124876,-17.9896506240065,45.23479876813138,453.04136363636366,2493,-2039.9586363636363,1,1
,DEVELOPMENT OF NELP BLOCK KG-ONN-2003/1 NAGAYALANKA,Petroleum,Not reported,2023,2023-12-31,284.79,258.16,-20.799047380231514,-9.350749675199268,-11.448297705032246,680.2954870129869,213,467.2954870129869,1,1
,BALANCE WORK UNDER PHASE-I FOR 4L OF KHED SINNER SECTION,Epc(National Highways And Infrastructure Development,Not reported,2022,2024-02-29,169.83,207.89,-31.466147754813115,22.410645940057687,-53.8767936948708,441.1667532467533,516,-74.83324675324673,1,1
,CATALYST MANUFACTURING UNIT OF 1500 MTPA CAPACITY AT,Petroleum,Not reported,2020,2024-02-29,206.63,284.95,-18.253523900639802,37.90349900788849,-56.15702290852829,632.8814448051945,1489,-856.1185551948055,1,1
,CONST OF 152 QTRS 240 BOYS 240 GIRLS 150 NURSES HOSTEL,Health And Family Welfare,Not reported,2020,2024-02-29,195.0,179.67,-28.13711826413018,-7.861538461538468,-20.27557980259171,526.432721861472,1276,-749.567278138528,1,1
,DEMBUEN - BRUNI,Highways And Infrastructure Development Corporation,Not reported,2023,2024-02-29,606.63,281.69,-19.680784379658697,-53.56477589304848,33.88399151338978,132.61883838383844,365,-232.38116161616156,1,1
,JIA BHARALI BRIDGE ALONG WITH ITS APPROACH ROAD,Epc(National Highways And Infrastructure Development,Not reported,2023,2024-02-29,804.0,575.92,-20.801896920716242,-28.368159203980102,7.56626228326386,139.0778751803752,212,-72.9221248196248,1,1
,INSTALLATION OF SECOND CATALYTIC DEWAXING UNIT (CDW-II) AT,Petroleum,Not reported,2023,2024-03-31,1019.0,776.55,-26.54829825984151,-23.79293424926399,-2.7553640105775195,218.66035353535355,455,-236.33964646464645,1,1
,KARGIL-ZANSKR PACKAGE-5,Road Transport And Highways,Not reported,2023,2024-03-31,169.79,200.8,-33.77336259995583,18.26373755816009,-52.03710015811592,448.04452380952387,121,327.04452380952387,1,1
,REPLACEMENT OF EXISTING TWIN 42” OFFSHORE PIPELINES AT,Haldia Refinery                     (Indian Oil Corporation,Not reported,2022,2024-03-31,1378.0,1150.99,-29.511517131084418,-16.47387518142235,-13.037641949662067,284.14415223665225,486,-201.85584776334775,1,1
